"species" "uvalue"
"644" "Melampyrum pratense" -0.3361
"645" "Melampyrum sylvaticum" NA
"646" "Melica altissima" NA
"647" "Melica ciliata" NA
"648" "Melica nutans" -0.2882
"649" "Melica picta" NA
"650" "Melica transsilvanica" NA
"651" "Melica uniflora" 0.1361
"652" "Melilotus spec." NA
"653" "Melittis melissophyllum" -0.3254
"654" "Memoremea scorpioides" NA
"655" "Mentha ×verticillata" NA
"656" "Mentha aquatica" -0.1341
"657" "Mentha arvensis" NA
"658" "Mentha spec." NA
"659" "Menyanthes trifoliata" NA
"660" "Mercurialis ovata" NA
"661" "Mercurialis perennis" -0.1201
"662" "Milium effusum" -0.0757
"663" "Moehringia muscosa" NA
"664" "Moehringia trinervia" -0.029
"665" "Molinia arundinacea" NA
"666" "Molinia caerulea" -0.0045
"667" "Moneses uniflora" NA
"668" "Monotropa hypopitys" NA
"669" "Muscari botryoides" NA
"670" "Muscari neglectum" NA
"671" "Myosotis arvensis" NA
"672" "Myosotis decumbens" NA
"673" "Myosotis ramosissima" NA
"674" "Myosotis scorpioides" -0.2809
"675" "Myosotis sparsiflora" NA
"676" "Myosotis spec." NA
"677" "Myosotis sylvatica" 0.4516
"678" "Nardus stricta" NA
"679" "Neottia nidus-avis" 0.0674
"680" "Neottia ovata" -0.73
"681" "Nepeta cataria" NA
"682" "Nepeta nuda" NA
"683" "Noccaea jankae" NA
"684" "Noccaea perfoliata" NA
"685" "Ochlopoa annua" 0.5749
"686" "Oenanthe aquatica" NA
"687" "Oenanthe spec." NA
"688" "Oenothera spec." NA
"689" "Omphalodes verna" -0.1355
"690" "Orchis mascula" -0.6969
"691" "Orchis militaris" NA
"692" "Orchis purpurea" NA
"693" "Origanum vulgare" -0.4057
"694" "Ornithogalum gussonei" NA
"695" "Ornithogalum pyrenaicum" NA
"696" "Ornithogalum umbellatum" NA
"697" "Orobanche caryophyllacea" NA
"698" "Orobanche spec." NA
"699" "Orthilia secunda" NA
"700" "Ostrya carpinifolia" NA
"701" "Oxalis acetosella" -0.0676
"702" "Oxalis corniculata" NA
"703" "Oxalis stricta" NA
"704" "Oxybasis spec." NA
"705" "Parietaria officinalis" 1
"706" "Paris quadrifolia" -0.096
"707" "Peltaria alliacea" NA
"708" "Pentanema conyzae" -0.6
"709" "Pentanema ensifolium" NA
"710" "Persicaria amphibia" NA
"711" "Persicaria bistorta" NA
"712" "Persicaria dubia" -0.211
"713" "Persicaria hydropiper" -0.2943
"714" "Persicaria lapathifolia" NA
"715" "Persicaria maculosa" NA
"716" "Persicaria minor" NA
"717" "Persicaria spec." NA
"718" "Petasites albus" -0.3379
"719" "Petasites hybridus" NA
"720" "Peucedanum alsaticum" NA
"721" "Peucedanum cervaria" NA
"722" "Peucedanum officinale" NA
"723" "Peucedanum oreoselinum" -0.197
"724" "Peucedanum palustre" -0.0606
"725" "Peucedanum spec." NA
"726" "Phalaris arundinacea" 0.0028
"727" "Phleum phleoides" -0.0181
"728" "Phleum pratense" NA
"729" "Phlomoides tuberosa" NA
"730" "Phragmites australis" -0.0981
"731" "Phyteuma nigrum" -0.5
"732" "Phyteuma spicatum" -0.4485
"733" "Phytolacca americana" NA
"734" "Picris hieracioides" NA
"735" "Pilosella bauhini" -0.555
"736" "Pilosella cymosa" NA
"737" "Pilosella officinarum" 0.1006
"738" "Pimpinella major" -0.4816
"739" "Pimpinella saxifraga" -0.5939
"740" "Piptatherum virescens" -0.2007
"741" "Plantago lanceolata" NA
"742" "Plantago major" 0.956
"743" "Plantago media" NA
"744" "Plantago spec." NA
"745" "Platanthera spec." -0.2888
"746" "Pleurospermum austriacum" NA
"747" "Poa angustifolia" -0.5355
"748" "Poa chaixii" -0.1684
"749" "Poa compressa" NA
"750" "Poa nemoralis" -0.2726
"751" "Poa palustris" -0.5084
