"species_id" "family2"
"83530" "O8B_gzY" "Orobanchaceae"
"83531" "zNY_gzY" "Asteraceae"
"83623" "FBT_TJA" "Primulaceae"
"83625" "CMV_TJA" "Lamiaceae"
"83627" "vby_TJA" "Caryophyllaceae"
"84188" "8J9_M9E" "Orchidaceae"
"84423" "0RG_BrK" "Fabaceae"
"84429" "p7f_BrK" "Ranunculaceae"
"84486" "9zO_BrK" "Solanaceae"
"84776" "N53_8ZK" "Lamiaceae"
"84777" "6Rd_8ZK" "Adoxaceae"
"84813" "a6q_8ZK" "Salicaceae"
"84835" "NrL_8ZK" "Caprifoliaceae"
"84922" "KeF_8ZK" "Cyperaceae"
"85911" "wed_to3" "Fabaceae"
"85936" "rMJ_to3" "Ranunculaceae"
"85951" "Ao4_GZu" "Grossulariaceae"
"85952" "SRY_GZu" "Solanaceae"
"85954" "B0s_GZu" "Scrophulariaceae"
"85956" "Rms_GZu" "Campanulaceae"
"85972" "OZ4_GZu" "Melanthiaceae"
"86024" "eJL_422" "Apiaceae"
"86060" "jLw_uYZ" "Amaryllidaceae"
"86145" "bEG_ub3" "Juncaceae"
"86148" "NX6_Qxi" "Ranunculaceae"
"86156" "P4W_Qxi" "Asteraceae"
"86782" "7RB_Qxi" "Lauraceae"
"86867" "D8T_VQr" "Caryophyllaceae"
"86873" "zVg_NiE" "Scrophulariaceae"
"87421" "98v_AcX" "Balsaminaceae"
"88073" "9eB_MlA" "Asparagaceae"
"88472" "Tv2_IdU" "Poaceae"
"88474" "D1r_8Jy" "Brassicaceae"
"88475" "Nn3_EHJ" "Lamiaceae"
"88478" "FBT_0Es" "Primulaceae"
"88588" "s9E_Oow" "Cistaceae"
"88589" "smn_Pp9" "Poaceae"
"88590" "D8T_Pp9" "Caryophyllaceae"
"89247" "zVg_ZUC" "Scrophulariaceae"
"89250" "2dv_oJa" "Boraginaceae"
"89489" "f7j_Oaz" "Plantaginaceae"
"89494" "8DE_482" "Polygonaceae"
"89534" "Sg4_Sls" "Cannabaceae"
"89539" "fhq_uxE" "Caprifoliaceae"
"89540" "P9L_Nf0" "Asteraceae"
"89542" "gNl_o7P" "Violaceae"
"89764" "Bds_dc2" "Lamiaceae"
"89768" "LKT_a69" "Rubiaceae"
"89773" "Jhp_a69" "Poaceae"
"89785" "jgT_a69" "Asparagaceae"
"90182" "dHx_a69" "Brassicaceae"
"92457" "6Kp_dNH" "Boraginaceae"
"92458" "2Wm_dNH" "Boraginaceae"
"92462" "DX8_dNH" "Apiaceae"
"92466" "olR_dNH" "Boraginaceae"
"92497" "SQW_dNH" "Brassicaceae"
"92528" "2dv_4sC" "Boraginaceae"
"92534" "VCE_4sC" "Plantaginaceae"
"92535" "VsB_4sC" "Caprifoliaceae"
"92550" "dph_4sC" "Urticaceae"
"92555" "beL_4sC" "Lamiaceae"
"92561" "4QW_4sC" "Asparagaceae"
"93254" "KZQ_4sC" "Rosaceae"
"93603" "QM7_ikA" "Asteraceae"
"93604" "2XR_ikA" "Solanaceae"
"93644" "yzA_n2o" "Asteraceae"
"93646" "nj3_n2o" "Amaryllidaceae"
"93723" "kyy_5m1" "Asteraceae"
"93728" "uCt_Osg" "Sapindaceae"
"93756" "6FU_eoS" "Saxifragaceae"
"93773" "De7_Vw3" "Adoxaceae"
"94127" "Rms_UWN" "Campanulaceae"
"94129" "DX8_OxF" "Apiaceae"
"94151" "KeF_sgz" "Cyperaceae"
"94161" "LGA_p16" "Oleaceae"
"94292" "jMQ_sM2" "Fabaceae"
"94296" "rRF_n0h" "Lamiaceae"
"94340" "KJN_pjP" "Poaceae"
"94341" "HVQ_RwY" "Apiaceae"
"94345" "D8T_thp" "Caryophyllaceae"
"94347" "8J9_9oU" "Orchidaceae"
"94370" "GNZ_9oU" "Euphorbiaceae"
"94412" "AkS_pdT" "Asteraceae"
"95107" "TbU_ntp" "Poaceae"
"95342" "XiO_cq7" "Ericaceae"
"95353" "cYK_myK" "Rosaceae"
"96101" "TbU_W0r" "Poaceae"
"96102" "KeF_gQF" "Cyperaceae"
"96154" "bEG_gQF" "Juncaceae"
"96187" "f5U_H7Q" "Asteraceae"
"96268" "hGq_H7Q" "Asteraceae"
"96281" "LKT_pzr" "Rubiaceae"
"96283" "yzA_pzr" "Asteraceae"
"96284" "DX8_pzr" "Apiaceae"
"96285" "di4_pzr" "Ericaceae"
"96289" "46J_pzr" "Onagraceae"
"96506" "JVv_sxS" "Ranunculaceae"
"96512" "Poe_sxS" "Poaceae"
"96513" "beL_sxS" "Lamiaceae"
"96514" "f7j_sxS" "Plantaginaceae"
"96520" "8PD_sxS" "Euphorbiaceae"
"96521" "gNl_sxS" "Violaceae"
"96527" "GSj_sxS" "Primulaceae"
"96538" "6do_sxS" "Celastraceae"
"96550" "DU0_sxS" "Araceae"
"96591" "vby_sxS" "Caryophyllaceae"
"96600" "Yey_sxS" "Brassicaceae"
"96606" "CMV_sxS" "Lamiaceae"
"96619" "KeF_02D" "Cyperaceae"
"96623" "KeF_CLH" "Cyperaceae"
"96632" "nj3_I7b" "Amaryllidaceae"
"96636" "P4W_XdY" "Asteraceae"
"96637" "Poe_XdY" "Poaceae"
"96641" "0RG_eSD" "Fabaceae"
"96645" "qkX_yHy" "Asteraceae"
"96646" "98v_9lz" "Balsaminaceae"
"96704" "8Rc_9lz" "Asteraceae"
"97466" "46J_K8r" "Onagraceae"
"97472" "Ogg_l3V" "Campanulaceae"
"97508" "woJ_15K" "Ranunculaceae"
"97511" "o1z_WwX" "Rubiaceae"
"97515" "iOK_VS1" "Betulaceae"
"97530" "KeF_VS1" "Cyperaceae"
"98168" "JHm_jcd" "Rosaceae"
"98204" "JCv_Xy9" "Poaceae"
"98206" "VCE_mmH" "Plantaginaceae"
"98207" "kcA_y4S" "Poaceae"
"98208" "GNZ_vxn" "Euphorbiaceae"
"100088" "V6u_vxn" "Asteraceae"
"100320" "wNx_USJ" "Brassicaceae"
"100325" "Ntd_gxG" "Hypericaceae"
"100607" "NrL_lrg" "Caprifoliaceae"
"101188" "Ogg_w04" "Campanulaceae"
"101473" "DHt_Nn0" "Brassicaceae"
"102065" "Bpf_iv0" "Fagaceae"
"103992" "k6r_GEB" "Geraniaceae"
"104025" "Nx7_nCO" "Poaceae"
"104041" "B0s_q3l" "Scrophulariaceae"
"104043" "B0s_1sx" "Scrophulariaceae"
"104062" "wii_2sv" "Asteraceae"
"104066" "smn_W3B" "Poaceae"
"104072" "KeF_i02" "Cyperaceae"
"104074" "bEG_i02" "Juncaceae"
"104081" "4Vo_i02" "Fabaceae"
"104932" "kor_rCq" "Caprifoliaceae"
"104934" "KeF_pmw" "Cyperaceae"
"105208" "jiB_0kp" "Staphyleaceae"
"105250" "VF2_MTf" "Poaceae"
"105435" "jMQ_CLR" "Fabaceae"
"105464" "aK0_3cm" "Alismataceae"
"105471" "woJ_R0y" "Ranunculaceae"
"105475" "uCt_hm8" "Sapindaceae"
"107768" "IZu_yXe" "Malvaceae"
"108226" "trO_Z35" "Rosaceae"
"108230" "PqL_X6N" "Apiaceae"
"109230" "BD3_Zay" "Ericaceae"
"109232" "VCE_tWM" "Plantaginaceae"
"109234" "woJ_5aw" "Ranunculaceae"
"109300" "wy2_pYs" "Araceae"
"109304" "UNR_vR7" "Asteraceae"
"109306" "QM7_rfU" "Asteraceae"
"109308" "yHq_tEX" "Lythraceae"
"109309" "KeF_xNA" "Cyperaceae"
"109334" "O8B_6ks" "Orobanchaceae"
"109336" "Nx7_6ks" "Poaceae"
"109339" "kcA_6ks" "Poaceae"
"109392" "dUw_6ks" "Fabaceae"
"109626" "rxo_tA7" "Brassicaceae"
"109629" "Poe_tA7" "Poaceae"
"109634" "2B3_tA7" "Lamiaceae"
"109653" "0RG_tA7" "Fabaceae"
"109674" "qew_tA7" "Caprifoliaceae"
"109704" "Zzb_tA7" "Poaceae"
"109780" "5pW_tA7" "Asteraceae"
"109841" "14m_tA7" "Poaceae"
"109907" "JmG_Lm7" "Ulmaceae"
"109908" "F1D_Lm7" "Caryophyllaceae"
"109912" "V5z_O3H" "Apiaceae"
"109918" "mGl_4cU" "Iridaceae"
"110024" "Mkn_B4b" "Fabaceae"
"110142" "KeF_0Eh" "Cyperaceae"
"110146" "KeF_js7" "Cyperaceae"
"110156" "TbU_3t1" "Poaceae"
"110157" "dQ1_vIM" "Amaryllidaceae"
"110164" "IVb_yl1" "Poaceae"
"110165" "uCt_k48" "Sapindaceae"
"115818" "P4W_jnd" "Asteraceae"
"115823" "iOK_866" "Betulaceae"
"115825" "Bpf_866" "Fagaceae"
"115826" "GWg_866" "Poaceae"
"115839" "3CA_866" "Lamiaceae"
"116361" "Ntd_PvT" "Hypericaceae"
"116394" "Bds_Pv9" "Lamiaceae"
"116397" "C8m_toG" "Poaceae"
"116399" "KAc_toG" "Papaveraceae"
"116400" "U5L_toG" "Rosaceae"
"116401" "mGl_toG" "Iridaceae"
"116405" "LKT_Msn" "Rubiaceae"
"116414" "FBT_W6t" "Primulaceae"
"116418" "sxV_WdS" "Primulaceae"
"116423" "p7f_WdS" "Ranunculaceae"
"116653" "IBs_juh" "Orchidaceae"
"116662" "T7m_2uq" "Asteraceae"
"116665" "Vg6_2uq" "Plantaginaceae"
"116726" "uCM_2uq" "Orchidaceae"
"116992" "rRF_0xU" "Lamiaceae"
"116999" "Fme_Bxp" "Boraginaceae"
"117102" "k6r_IHb" "Geraniaceae"
"117103" "x6l_rVu" "Lamiaceae"
"117106" "3mP_33y" "Asparagaceae"
"117111" "jSA_5P3" "Melanthiaceae"
"118249" "8Rc_Y3L" "Asteraceae"
"118250" "sLq_Y7g" "Asteraceae"
"118265" "6Rd_eyN" "Adoxaceae"
"118473" "qiG_BXL" "Asteraceae"
"118505" "zKw_KMF" "Asteraceae"
"118513" "sAW_Plx" "Asteraceae"
"118521" "8yK_nw4" "Boraginaceae"
"118523" "QDx_MBl" "Asparagaceae"
"118546" "qiG_MBl" "Asteraceae"
"118606" "gef_LPJ" "Poaceae"
"118784" "o4M_N7m" "Ranunculaceae"
"119538" "Ogg_Rs4" "Campanulaceae"
"119877" "dHB_LoL" "Fabaceae"
"119882" "beL_61q" "Lamiaceae"
"119884" "TgS_61q" "Ranunculaceae"
"119889" "8Fi_61q" "Rosaceae"
"119950" "iLY_jDI" "Brassicaceae"
"120072" "1KH_xrR" "Juglandaceae"
"120117" "gNl_Vu4" "Violaceae"
"122028" "KeF_2sp" "Cyperaceae"
"122320" "Poe_2sp" "Poaceae"
"122367" "woJ_FPU" "Ranunculaceae"
"122381" "A3e_FPU" "Poaceae"
"122393" "dUw_FPU" "Fabaceae"
"122488" "jrZ_FPU" "Plantaginaceae"
"122492" "hrR_FPU" "Orchidaceae"
"122532" "x6l_Rki" "Lamiaceae"
"122649" "8Fi_Rki" "Rosaceae"
"123549" "41b_bau" "Amaranthaceae"
"123560" "jbt_DcM" "Rosaceae"
"123592" "Ogg_8UM" "Campanulaceae"
"123594" "De7_NjH" "Adoxaceae"
"123595" "Ntd_Y1L" "Hypericaceae"
"123596" "KeF_Nwg" "Cyperaceae"
"123607" "liw_k3a" "Rosaceae"
"123707" "gNl_6FB" "Violaceae"
"123861" "yzA_gQF" "Asteraceae"
"123862" "k6r_YKX" "Geraniaceae"
"124658" "Bpf_aMk" "Fagaceae"
"127105" "KeF_lnC" "Cyperaceae"
"127110" "Ogg_R4z" "Campanulaceae"
"127127" "W4H_R4z" "Ericaceae"
"127155" "LKT_Hv1" "Rubiaceae"
"127156" "GfL_Hv1" "Asteraceae"
"127189" "nj3_Iv8" "Amaryllidaceae"
"127310" "dUw_Itl" "Fabaceae"
"127315" "TbU_ch9" "Poaceae"
"127316" "Bpf_ch9" "Fagaceae"
"127323" "xzb_ch9" "Orchidaceae"
"127472" "Ao4_xQq" "Grossulariaceae"
"127588" "yz2_Tw7" "Crassulaceae"
"127589" "gNl_Bnp" "Violaceae"
"127597" "qiG_glG" "Asteraceae"
"127810" "4Vo_f4C" "Fabaceae"
"127812" "yHq_gk7" "Lythraceae"
"127855" "8PD_21Z" "Euphorbiaceae"
"127857" "Lwk_Ww9" "Asteraceae"
"127875" "P9L_Hek" "Asteraceae"
"127902" "4AT_ktJ" "Orchidaceae"
"127903" "WfP_G1K" "Cornaceae"
"128467" "k6r_Z6O" "Geraniaceae"
"128501" "8DE_pCc" "Polygonaceae"
"128606" "BTX_9B0" "Poaceae"
"128607" "5sT_9B0" "Fagaceae"
"128611" "jMQ_9B0" "Fabaceae"
"128645" "LKT_DqS" "Rubiaceae"
"128671" "trO_X3g" "Rosaceae"
"128684" "VsB_X3g" "Caprifoliaceae"
"128690" "uo5_X3g" "Brassicaceae"
"128755" "L7O_Ov6" "Apiaceae"
"128797" "wii_Ytw" "Asteraceae"
"128802" "LKT_qoi" "Rubiaceae"
"128803" "A9c_tYC" "Papaveraceae"
"128804" "wed_7lu" "Fabaceae"
"128820" "zVg_320" "Scrophulariaceae"
"128826" "wlv_Yb8" "Lamiaceae"
"129030" "nj3_Zdx" "Amaryllidaceae"
"129044" "8yK_zxd" "Boraginaceae"
"129047" "sS0_zxd" "Boraginaceae"
"129092" "8DE_WDQ" "Polygonaceae"
"129093" "CNT_KZ3" "Ericaceae"
"129103" "HZK_xiu" "Asteraceae"
"129105" "Rm9_ZZM" "Buxaceae"
"129107" "nj3_6D9" "Amaryllidaceae"
"129108" "jMQ_vru" "Fabaceae"
"129117" "V9L_vru" "Convolvulaceae"
"129483" "cYK_Kzi" "Rosaceae"
"129753" "VCE_W5b" "Plantaginaceae"
"129755" "Bds_18f" "Lamiaceae"
"129756" "sLq_HkY" "Asteraceae"
"129774" "yz2_OIN" "Crassulaceae"
"129781" "mGl_cOC" "Iridaceae"
"129784" "qAl_Re4" "Apiaceae"
"129785" "KAc_6O9" "Papaveraceae"
"129824" "ov9_04l" "Brassicaceae"
"129828" "8yK_DEf" "Boraginaceae"
"129829" "jMQ_DEf" "Fabaceae"
"129838" "P4W_gUN" "Asteraceae"
"129839" "jbt_gUN" "Rosaceae"
"129841" "Bpf_gUN" "Fagaceae"
"129844" "trO_gUN" "Rosaceae"
"129847" "xzb_gUN" "Orchidaceae"
"129860" "JHm_gUN" "Rosaceae"
"129867" "fuI_gUN" "Caryophyllaceae"
"129880" "gNl_gUN" "Violaceae"
"129888" "qiG_gUN" "Asteraceae"
"129892" "81w_gUN" "Ranunculaceae"
"129894" "B0s_gUN" "Scrophulariaceae"
"129915" "3CA_gUN" "Lamiaceae"
"129933" "JmG_gUN" "Ulmaceae"
"129948" "KeF_gUN" "Cyperaceae"
"130026" "AUQ_gUN" "Asteraceae"
"130044" "U5L_gUN" "Rosaceae"
"130050" "iOK_gUN" "Betulaceae"
"130097" "SPo_gUN" "Salicaceae"
"130122" "QVf_gUN" "Poaceae"
"130139" "46J_gUN" "Onagraceae"
"130175" "p7x_gUN" "Amaranthaceae"
"130189" "woJ_gUN" "Ranunculaceae"
"130201" "m1T_gUN" "Onagraceae"
"130215" "rxo_gUN" "Brassicaceae"
"130275" "AkS_gUN" "Asteraceae"
"130318" "LKT_gUN" "Rubiaceae"
"130322" "P9L_gUN" "Asteraceae"
"130340" "iKd_gUN" "Caryophyllaceae"
"130341" "plG_gUN" "Apiaceae"
"130487" "l0Y_gUN" "Amaranthaceae"
"130488" "jMQ_gUN" "Fabaceae"
"130506" "rRF_gUN" "Lamiaceae"
"130538" "IZu_gUN" "Malvaceae"
"130547" "MR7_gUN" "Convolvulaceae"
"130562" "vCn_gUN" "Asteraceae"
"130610" "Hap_gUN" "Poaceae"
"130614" "sw4_gUN" "Orchidaceae"
"130631" "Ntd_gUN" "Hypericaceae"
"130687" "BPa_gUN" "Fabaceae"
"130710" "2Ix_gUN" "Onagraceae"
"130720" "Ogg_gUN" "Campanulaceae"
"130732" "cYK_gUN" "Rosaceae"
"130805" "64g_gUN" "Amaranthaceae"
"130835" "CMV_gUN" "Lamiaceae"
"130842" "8DE_gUN" "Polygonaceae"
"130843" "liw_gUN" "Rosaceae"
"130847" "AZj_gUN" "Rosaceae"
"130860" "xtw_gUN" "Liliaceae"
"130862" "yz2_gUN" "Crassulaceae"
"130893" "a6q_gUN" "Salicaceae"
"130923" "fPq_gUN" "Asteraceae"
"130972" "shT_gUN" "Ericaceae"
"131015" "8yK_gUN" "Boraginaceae"
"131114" "vSr_gUN" "Amaranthaceae"
"131180" "6FU_gUN" "Saxifragaceae"
"131349" "k6r_gUN" "Geraniaceae"
"131479" "yzA_gUN" "Asteraceae"
"131551" "f5U_gUN" "Asteraceae"
"131631" "2dv_gUN" "Boraginaceae"
"131681" "mAy_gUN" "Orobanchaceae"
"131887" "2di_gUN" "Ranunculaceae"
"131893" "sN2_gUN" "Apiaceae"
"131912" "Bds_gUN" "Lamiaceae"
"132023" "rCB_gUN" "Caprifoliaceae"
"132047" "ycf_gUN" "Asteraceae"
"132114" "AIB_gUN" "Lamiaceae"
"132165" "TbU_gUN" "Poaceae"
"132342" "Yey_gUN" "Brassicaceae"
"132367" "LGA_gUN" "Oleaceae"
"132504" "Poe_gUN" "Poaceae"
"132623" "OTO_gUN" "Hydrocharitaceae"
"132652" "BWY_gUN" "Brassicaceae"
"132699" "pSJ_gUN" "Plantaginaceae"
"132724" "TgS_gUN" "Ranunculaceae"
"132763" "Ao4_gUN" "Grossulariaceae"
"132770" "IBs_gUN" "Orchidaceae"
"132819" "o4M_gUN" "Ranunculaceae"
"132824" "dUw_gUN" "Fabaceae"
"133022" "vby_gUN" "Caryophyllaceae"
"133212" "8Fi_gUN" "Rosaceae"
"133327" "aGs_gUN" "Saxifragaceae"
"133363" "UtY_gUN" "Asparagaceae"
"133379" "QKr_gUN" "Polygonaceae"
"133421" "jgT_gUN" "Asparagaceae"
"133703" "XXi_gUN" "Asteraceae"
"133781" "nj3_gUN" "Amaryllidaceae"
"133854" "HVQ_gUN" "Apiaceae"
"133937" "KAc_gUN" "Papaveraceae"
"133942" "W4H_gUN" "Ericaceae"
"133961" "hsK_gUN" "Brassicaceae"
"134076" "cIE_gUN" "Cucurbitaceae"
"134092" "DX8_gUN" "Apiaceae"
"134510" "3CA_tPk" "Lamiaceae"
"134567" "nj3_4h4" "Amaryllidaceae"
"134568" "Nmv_iEO" "Apiaceae"
"135202" "evg_9Uk" "Poaceae"
"135204" "6vH_8IA" "Ranunculaceae"
"135209" "0wz_8IA" "Rosaceae"
"135220" "VCE_8IA" "Plantaginaceae"
"135237" "KeF_8IA" "Cyperaceae"
"135468" "Rms_pNN" "Campanulaceae"
"135488" "Ao4_pNN" "Grossulariaceae"
"135892" "cYK_zk8" "Rosaceae"
"136259" "VCE_cbX" "Plantaginaceae"
"136260" "mGl_cbX" "Iridaceae"
"136262" "kCz_xQY" "Orobanchaceae"
"136284" "8Fi_sPg" "Rosaceae"
"136294" "gef_sPg" "Poaceae"
"136351" "wii_CJW" "Asteraceae"
"136352" "QVf_tr7" "Poaceae"
"136355" "VsB_tr7" "Caprifoliaceae"
"136427" "jzX_O6n" "Solanaceae"
"136429" "DWG_u6i" "Oxalidaceae"
"136430" "TbU_u6i" "Poaceae"
"136435" "FP7_u6i" "Poaceae"
"136446" "8PD_u6i" "Euphorbiaceae"
"136489" "SQW_A2E" "Brassicaceae"
"136495" "KeF_nEr" "Cyperaceae"
"136499" "gNl_mMc" "Violaceae"
"136563" "VCE_49z" "Plantaginaceae"
"136568" "8Nd_ZME" "Juncaceae"
"136569" "12s_xnh" "Asteraceae"
"136576" "fuI_oP0" "Caryophyllaceae"
"136588" "KeF_fb5" "Cyperaceae"
"136590" "GN0_IEN" "Fagaceae"
"136595" "KeF_IEN" "Cyperaceae"
"136849" "bEG_IEN" "Juncaceae"
"137531" "beL_IEN" "Lamiaceae"
"139188" "8yK_IEN" "Boraginaceae"
"140014" "jMQ_IEN" "Fabaceae"
"146824" "VF2_7FL" "Poaceae"
"146836" "LKT_7FL" "Rubiaceae"
"146856" "k6r_7FL" "Geraniaceae"
"146921" "O8B_7FL" "Orobanchaceae"
"147338" "GfL_7FL" "Asteraceae"
"148188" "IHp_7FL" "Asteraceae"
"149226" "w74_J2t" "Cyperaceae"
"149228" "AkS_J2t" "Asteraceae"
"149254" "uIS_RVf" "Apiaceae"
"149255" "U5L_RVf" "Rosaceae"
"149256" "eJL_RVf" "Apiaceae"
"149267" "0RG_RVf" "Fabaceae"
"149339" "Yey_RVf" "Brassicaceae"
"149529" "KC7_RVf" "Malvaceae"
"149657" "8Lj_RVf" "Brassicaceae"
"149676" "o4M_RVf" "Ranunculaceae"
"149735" "uCt_r3C" "Sapindaceae"
"149802" "EEn_KtJ" "Crassulaceae"
"149868" "sN2_RPZ" "Apiaceae"
"150047" "cYK_b1O" "Rosaceae"
"150049" "0oA_ild" "Asparagaceae"
"150050" "jMQ_mxR" "Fabaceae"
"150072" "8Nd_AAw" "Juncaceae"
"150079" "46J_jv2" "Onagraceae"
"150082" "3CA_OBN" "Lamiaceae"
"150713" "Ntd_TaZ" "Hypericaceae"
"150717" "jMQ_DaP" "Fabaceae"
"150730" "xhY_gOO" "Ranunculaceae"
"150804" "B0s_cM5" "Scrophulariaceae"
"150811" "KC7_4m7" "Malvaceae"
"150814" "FBT_b1N" "Primulaceae"
"150841" "4Vo_7Wv" "Fabaceae"
"150842" "cMa_7Wv" "Asteraceae"
"150860" "Z5C_7Wv" "Asteraceae"
"150863" "Pfk_7Wv" "Rubiaceae"
"150986" "IZu_Tu1" "Malvaceae"
"151013" "JHm_Tu1" "Rosaceae"
"151057" "zNY_MuU" "Asteraceae"
"151080" "mxQ_vY0" "Rosaceae"
"151440" "Ogg_yqq" "Campanulaceae"
"151942" "smn_r9Y" "Poaceae"
"151944" "qiG_CuL" "Asteraceae"
"151952" "a6q_qf8" "Salicaceae"
"152157" "0cO_X39" "Fabaceae"
"152158" "gNl_qAa" "Violaceae"
"152163" "rxo_Py9" "Brassicaceae"
"152354" "xtU_u6t" "Menyanthaceae"
"152356" "RAG_3IT" "Apiaceae"
"152358" "Q8S_xHj" "Caryophyllaceae"
"153065" "zKw_oBc" "Asteraceae"
"153067" "VsB_oy2" "Caprifoliaceae"
"153127" "mng_7aC" "Araceae"
"153139" "wii_ulX" "Asteraceae"
"153144" "Poe_OwK" "Poaceae"
"153472" "LKT_sB5" "Rubiaceae"
"153474" "iry_PpO" "Lamiaceae"
"153486" "6Kp_RiL" "Boraginaceae"
"153651" "GKr_1Kr" "Brassicaceae"
"153666" "CMV_0Qm" "Lamiaceae"
"153669" "vby_0Qm" "Caryophyllaceae"
"153682" "LKT_iAJ" "Rubiaceae"
"153689" "E3d_zH7" "Rosaceae"
"153874" "PTi_se1" "Ericaceae"
"153876" "qiG_V25" "Asteraceae"
"153884" "3mP_V25" "Asparagaceae"
"153905" "RNu_V25" "Caryophyllaceae"
"153907" "KeF_l8z" "Cyperaceae"
"153913" "smn_As7" "Poaceae"
"155086" "EIh_As7" "Ericaceae"
"155167" "liw_MjJ" "Rosaceae"
"156860" "NvW_kue" "Urticaceae"
"156861" "nj3_GvQ" "Amaryllidaceae"
"157611" "VCE_dHy" "Plantaginaceae"
"157620" "Ao4_dYl" "Grossulariaceae"
"157746" "Qyo_PrH" "Cyperaceae"
"157771" "TbU_vCE" "Poaceae"
"157776" "IVb_Xo0" "Poaceae"
"157777" "ope_Xo0" "Fabaceae"
"157977" "mGl_B5a" "Iridaceae"
"158011" "qiG_LK5" "Asteraceae"
"158012" "0RG_RRp" "Fabaceae"
"158040" "YQS_OnP" "Primulaceae"
"158358" "Eg0_NYS" "Boraginaceae"
"158492" "pWV_Wal" "Ranunculaceae"
"158504" "zVg_Wal" "Scrophulariaceae"
"158509" "k3i_wkp" "Amaryllidaceae"
"158578" "0RG_AZT" "Fabaceae"
"159572" "MiU_JiF" "Celastraceae"
"159716" "jgT_8xk" "Asparagaceae"
"160146" "LKT_3qS" "Rubiaceae"
"160195" "exx_Aqc" "Rosaceae"
"161038" "KeF_DpS" "Cyperaceae"
"161052" "trO_kLH" "Rosaceae"
"161062" "IVb_mH7" "Poaceae"
"161088" "SPo_09O" "Salicaceae"
"161089" "sLq_o21" "Asteraceae"
"161090" "nj3_wTa" "Amaryllidaceae"
"161091" "Upl_zVv" "Poaceae"
"161113" "yHq_Gn1" "Lythraceae"
"161114" "P3K_wTY" "Asteraceae"
"161424" "D8T_kKc" "Caryophyllaceae"
"161433" "exx_seD" "Rosaceae"
"161480" "p7f_seD" "Ranunculaceae"
"161538" "D8T_Pm6" "Caryophyllaceae"
"161598" "D8T_h3m" "Caryophyllaceae"
"161600" "AkS_ABB" "Asteraceae"
"161624" "TgS_J1g" "Ranunculaceae"
"161870" "XiO_lTF" "Ericaceae"
"161913" "q3Y_mo4" "Oleaceae"
"161915" "qkX_mo4" "Asteraceae"
"161918" "IAO_mo4" "Lamiaceae"
"161920" "yzA_mo4" "Asteraceae"
"161944" "Oxe_mo4" "Lamiaceae"
"161985" "GfL_mo4" "Asteraceae"
"162908" "FBT_M5Z" "Primulaceae"
"162909" "cIS_M5Z" "Berberidaceae"
"162910" "rMJ_M5Z" "Ranunculaceae"
"162911" "D8T_M5Z" "Caryophyllaceae"
"162915" "jrZ_M5Z" "Plantaginaceae"
"162920" "E3d_M5Z" "Rosaceae"
"162929" "YQS_M5Z" "Primulaceae"
"162942" "peT_M5Z" "Lamiaceae"
"162944" "JPz_M5Z" "Ericaceae"
"162945" "bVN_M5Z" "Apiaceae"
"162975" "wK1_M5Z" "Polygalaceae"
"163008" "K7a_M5Z" "Araliaceae"
"163015" "UNR_M5Z" "Asteraceae"
"163096" "AkS_M5Z" "Asteraceae"
"163111" "hGq_M5Z" "Asteraceae"
"163211" "Tvt_M5Z" "Brassicaceae"
"163416" "3yD_M5Z" "Asteraceae"
"163453" "20A_M5Z" "Lentibulariaceae"
"163474" "KeF_Z0u" "Cyperaceae"
"163477" "rxo_LkZ" "Brassicaceae"
"163478" "trO_Iqq" "Rosaceae"
"163479" "JTw_oou" "Rosaceae"
"163482" "NrL_USm" "Caprifoliaceae"
