"plotID" "study" "latitude" "longitude" "plot_size" "year_baseline" "year_final" "time_resurvey" "sr_all_bl" "herb_cover" "dif_tree_cover" "soil_ph" "bl_prec_avg" "bl_tmx_avg" "bl_tmn_avg" "dif_prec_avg" "dif_tmx_avg" "dif_tmn_avg" "n_dep" "herb_dif_pd" "herb_lost_pd" "herb_gain_pd" "herb_lost_mpd_ses" "herb_lost_mntd_ses" "herb_gain_mpd_ses" "herb_gain_mntd_ses" "herb_dpw_ses" "herb_dnn_ses"
"618" "EU_021_4" "EU_021" 52.2476277777778 5.68878888888889 100 1958 1987 29 7 0.7379721472 0.204972 381.555419921875 766.150013542175 21.0966672897339 0.229999994983276 34.3099997520446 -0.456666946411133 -0.839999989668528 533.186197998047 34.228556 124.117428 158.345984 0.14247689851953 0.142476898519529 -4.77759230555787 -2.92911621654999 -3.94084304249288 -1.28824841914602
"619" "EU_021_5" "EU_021" 52.2476166666667 5.68973055555556 100 1958 1987 29 7 0.0681248404000001 0.00104400000000004 381.555419921875 766.150013542175 21.0966672897339 0.229999994983276 34.3099997520446 -0.456666946411133 -0.839999989668528 533.186197998047 -113.232377 163.965645 50.7332680000001 0.180568120540376 0.180568120540376 NA NA -0.148199078065276 -0.148199078065276
"620" "EU_021_6" "EU_021" 52.248275 5.68498333333333 100 1958 1987 29 10 0.932076055744 0 381.555419921875 766.150013542175 21.0966672897339 0.229999994983276 34.3099997520446 -0.456666946411133 -0.839999989668528 533.186197998047 54.7828209999999 202.112683 256.895504 -2.24620516375142 -2.09613065238322 0.812093705262894 0.722711707737865 -0.475335209207959 -0.823566283061036
"621" "EU_021_7" "EU_021" 52.2510861111111 5.68663055555556 100 1958 1987 29 6 0.1893513304 0.00119999999999998 387.915496826172 766.150013542175 21.0966672897339 0.229999994983276 34.3099997520446 -0.456666946411133 -0.839999989668528 533.186197998047 -47.7401120000001 47.7401120000001 0 NA NA NA NA NA NA
"622" "EU_021_8" "EU_021" 52.2512388888889 5.68659166666667 100 1958 1987 29 5 0.476782 0.2024 387.915496826172 766.150013542175 21.0966672897339 0.229999994983276 34.3099997520446 -0.456666946411133 -0.839999989668528 533.186197998047 -24.610056 135.758064 111.148008 NA NA NA NA 0.655131664591392 0.655131664591392
"623" "EU_021_9" "EU_021" 52.2520555555556 5.68346944444444 100 1958 1987 29 5 0.398476 0.106 387.915496826172 766.150013542175 21.0966672897339 0.229999994983276 34.3099997520446 -0.456666946411133 -0.839999989668528 533.186197998047 175.796457 123.734237 299.530694 NA NA 0.0846962082281895 -0.189459551080585 0.507149507710698 0.565409331204998
"609" "EU_021_20" "EU_021" 52.2550416666667 5.69958611111111 500 1957 1988 31 18 0.338188395346137 0.34885664 439.198303222656 745.340012168884 21.3666673660278 -0.416666672875484 63.6900010108948 -0.746666971842448 -0.373333326230447 560.013176513672 -306.915293 317.934662 11.0193689999999 0.418076158522205 -0.113253176629649 NA NA 0.758611743093726 0.758611743093726
"610" "EU_021_21" "EU_021" 52.2549527777778 5.69705 250 1957 1988 31 11 0.50247565586164 0.00278400000000001 439.198303222656 745.340012168884 21.3666673660278 -0.416666672875484 63.6900010108948 -0.746666971842448 -0.373333326230447 560.013176513672 19.574876 170.351595 189.926471 -0.107130514654056 0.142749522837132 -0.825599392577342 -0.356995143738061 -1.01468629967816 -0.280693303718933
"611" "EU_021_22" "EU_021" 52.2551194444444 5.70356944444444 250 1957 1988 31 3 0.4606 0.2012 439.198303222656 745.340012168884 21.3666673660278 -0.416666672875484 63.6900010108948 -0.746666971842448 -0.373333326230447 515.990247802734 276.306372 0 276.306372 NA NA -1.78734176010506 -2.06662330971491 NA NA
"612" "EU_021_23" "EU_021" 52.2559305555556 5.70335277777778 250 1957 1988 31 8 0.077918 0.30203616 439.198303222656 745.340012168884 21.3666673660278 -0.416666672875484 63.6900010108948 -0.746666971842448 -0.373333326230447 515.990247802734 302.779629 93.821507 396.601136 NA NA -2.08914465362121 -1.22642465978933 1.25690934606585 1.00476791746547
"613" "EU_021_24" "EU_021" 52.2565944444444 5.70102777777778 250 1957 1988 31 9 0.28783279 0.448572 439.198303222656 745.340012168884 21.3666673660278 -0.416666672875484 63.6900010108948 -0.746666971842448 -0.373333326230447 515.990247802734 227.604646 7.2775979999999 234.882244 NA NA -0.353173001566318 -0.353173001566318 0.185496692191004 0.406502238995221
"614" "EU_021_25" "EU_021" 52.257075 5.70068611111111 250 1957 1988 31 13 0.237262263255785 0.106 439.198303222656 745.340012168884 21.3666673660278 -0.416666672875484 63.6900010108948 -0.746666971842448 -0.373333326230447 515.990247802734 102.063533 154.831971 256.895504 0.642229654807031 0.642229654807031 0.796118500654618 0.724042849951759 0.579925295434686 0.365154103935826
"615" "EU_021_26" "EU_021" 52.2635333333333 5.662175 250 1957 1988 31 12 0.760780036732439 0.0795999999999999 387.915496826172 745.340012168884 21.3666673660278 -0.416666672875484 63.6900010108948 -0.746666971842448 -0.373333326230447 560.013176513672 -126.142147 284.952158 158.810011 0.665313486689814 0.682100650802143 -0.0850401733057515 -0.0850401733057515 0.392496359856744 0.716053153022526
"616" "EU_021_27" "EU_021" 52.2489333333333 5.70292222222222 250 1957 1988 31 7 0.13 0.2644 417.213104248047 745.340012168884 21.3666673660278 -0.416666672875484 63.6900010108948 -0.746666971842448 -0.373333326230447 515.990247802734 515.195084 0 515.195084 NA NA -0.202544669094234 -0.297978466505416 NA NA
"605" "EU_021_17" "EU_021" 52.2495333333333 5.70481944444444 100 1959 1988 29 18 0.2598377195837 -0.0155999999999999 417.213104248047 777.120014381409 21.0833339055379 0.106666661550601 31.9099987983703 -0.463333511352538 -0.896666660656532 500.541437988281 -139.610705 233.432212 93.821507 -0.344848506631392 -0.272665540427445 NA NA 1.04408125461914 1.04408125461914
"606" "EU_021_18" "EU_021" 52.2612972222222 5.67777222222222 100 1959 1988 29 7 0.69577696 0 387.915496826172 777.120014381409 21.0833339055379 0.106666661550601 31.9099987983703 -0.463333511352538 -0.896666660656532 543.246314941406 126.087143 186.491332 312.578475 0.659449444081869 0.659449444081869 -0.482445952437111 0.101994980828937 -0.31910894073387 -0.275896541570904
"607" "EU_021_19" "EU_021" 52.2601 5.67811944444444 100 1959 1988 29 4 0.8824 0 387.915496826172 777.120014381409 21.0833339055379 0.106666661550601 31.9099987983703 -0.463333511352538 -0.896666660656532 543.246314941406 803.25829 70.9379649999998 874.196255 NA NA -0.911861786938112 -0.600155656328775 -0.134476530788931 -0.314447982038216
"889" "EU_028_1" "EU_028" 47.7679098912 22.273971828 25 1933 1990 57 13 0.895567391975 0.28928999609375 163.934326171875 643.630009651184 25.9700003941854 -4.68333340684573 -19.8999969244003 -0.653333282470705 0.223333329707384 284.978415374756 1009.611793 301.244697 1310.85649 1.22501633557599 1.26498105629719 1.08520051745968 0.122054281346492 0.608377923906438 -0.361279176013966
"890" "EU_028_10" "EU_028" 47.7707277466 22.2749652531 25 1933 1990 57 26 0.54247601584867 0.4802634535625 163.934326171875 643.630009651184 25.9700003941854 -4.68333340684573 -19.8999969244003 -0.653333282470705 0.223333329707384 284.978415374756 620.406894 100.394465 720.801359 0.800409653605046 0.732753676476876 0.0926617869600476 1.46830463391898 -0.121115509321054 -0.236728064340685
"891" "EU_028_2" "EU_028" 47.7679744759 22.2740768373 25 1933 1990 57 18 0.696762230718518 0.406475875126953 163.934326171875 643.630009651184 25.9700003941854 -4.68333340684573 -19.8999969244003 -0.653333282470705 0.223333329707384 284.978415374756 1210.972152 474.471441 1685.443593 0.504098662592391 -1.51579988412592 1.06303574870105 0.516726344282668 1.25987547678336 0.208683811540095
"892" "EU_028_3" "EU_028" 47.7686315848 22.2747416324 25 1933 1990 57 34 0.803183833721594 0.41436355121875 163.934326171875 643.630009651184 25.9700003941854 -4.68333340684573 -19.8999969244003 -0.653333282470705 0.223333329707384 284.978415374756 -523.997927 1331.125575 807.127648 0.915624176117709 0.157392592290316 -0.0591467781689803 0.190614174255432 2.33944313315857 1.06440461853425
"893" "EU_028_4" "EU_028" 47.7690171726 22.2758524738 25 1933 1990 57 21 0.638502709854044 0.56316015625 163.934326171875 643.630009651184 25.9700003941854 -4.68333340684573 -19.8999969244003 -0.653333282470705 0.223333329707384 284.978415374756 -226.536441 742.397229 515.860788 1.45035914482584 0.419444190502259 -0.195782544512898 -2.16341798687826 0.678741769135035 0.517993223167413
"894" "EU_028_5" "EU_028" 47.7692681107 22.2758471825 25 1933 1990 57 31 0.938592678354802 0.1852155769375 163.934326171875 643.630009651184 25.9700003941854 -4.68333340684573 -19.8999969244003 -0.653333282470705 0.223333329707384 284.978415374756 324.803012 730.843133 1055.646145 0.95011826173134 -0.216695576436506 1.38997223411933 1.45179319597182 1.42907810556028 0.240537451312927
"895" "EU_028_6" "EU_028" 47.7702624048 22.2753360774 25 1933 1990 57 28 0.786381201581447 0.222052001848375 163.934326171875 643.630009651184 25.9700003941854 -4.68333340684573 -19.8999969244003 -0.653333282470705 0.223333329707384 284.978415374756 -467.708476 896.627751 428.919275 1.3060879297905 0.56342320707516 0.644025576432409 -0.63776808427179 0.767368272268729 0.140279832413789
"896" "EU_028_7" "EU_028" 47.77147735 22.2695549166 25 1933 1990 57 31 0.953046143602486 0.42770499875 156.5634765625 643.630009651184 25.9700003941854 -4.68333340684573 -19.8999969244003 -0.653333282470705 0.223333329707384 284.978415374756 120.346003 359.605539 479.951542 0.580263388286282 0.876162733483123 0.0568551635359183 -0.146505395840752 -0.0123847887307015 0.214394835292113
"897" "EU_028_8" "EU_028" 47.770524854 22.2747461517 25 1933 1990 57 29 0.938852756422946 0.320918643625 163.934326171875 643.630009651184 25.9700003941854 -4.68333340684573 -19.8999969244003 -0.653333282470705 0.223333329707384 284.978415374756 -168.147249 628.108853 459.961604 0.957116851414315 1.26010161878484 1.06078486698328 0.805399222007592 0.853325609945669 -0.196852902175841
"898" "EU_028_9" "EU_028" 47.7714931254 22.2699899013 25 1933 1990 57 21 0.942215906306593 0.481411852539062 156.5634765625 643.630009651184 25.9700003941854 -4.68333340684573 -19.8999969244003 -0.653333282470705 0.223333329707384 284.978415374756 442.876798 315.089122 757.96592 1.1238623435226 1.1358492137968 0.757081835176815 0.376266886446309 0.126196677923102 0.0655867756795225
"579" "EU_020_1" "EU_020" 50.003 3.586 300 1963 1993 30 26 0.809945557829921 0 267.076477050781 787.520014429092 21.7800003687541 -0.180000005662441 65.8700005054474 0.753333473205565 0.376666654149691 330.232702758789 -543.985287 758.059635 214.074348 0.549107080244142 -0.469379196509348 0.120532348933797 -0.137307762978419 0.0399658945601747 -0.517531707156481
"583" "EU_020_13" "EU_020" 49.989 3.598 300 1962 1995 33 16 0.753864558594532 -0.00500532958984379 267.076477050781 712.25001206398 22.2166668574015 -0.146666685740153 23.8700014591217 0.583333460489907 0.533333342025677 344.947229370117 85.1192470000001 466.741224 551.860471 1.14393849313521 0.878996009465469 0.424629623329764 -0.770495808686048 0.367221063071754 0.216813937634
"585" "EU_020_15" "EU_020" 49.986 3.605 400 1963 1995 32 20 0.379326400486686 0.3839078125 267.076477050781 692.720012426376 21.9966668446859 -0.123333349823952 43.4000010967254 0.803333473205566 0.510000006109476 338.876556243896 -441.709102 629.737553 188.028451 1.28822860755106 0.717125167356101 -0.353525216764227 -1.35809986847234 -0.265875914341188 -0.946825327202099
"592" "EU_020_4" "EU_020" 49.985 3.606 300 1963 1995 32 15 0.637929757446443 0.419742302734375 267.076477050781 692.720012426376 21.9966668446859 -0.123333349823952 43.4000010967254 0.803333473205566 0.510000006109476 338.876556243896 -125.62005 388.312237 262.692187 1.05595057707114 1.08501478444934 0.029766793186242 -1.12139566712628 -0.57593172567138 -0.864175046083664
"586" "EU_020_16" "EU_020" 49.992 3.603 300 1964 1995 31 14 0.373072801683479 0.161522903320313 267.076477050781 703.410012722015 21.9133335113525 -0.563333361347516 32.7100008010864 0.886666806538898 0.950000017633041 330.57484588623 -241.053669 296.214649 55.16098 0.622186316301796 0.180613937909135 NA NA -1.21475548804158 -1.21475548804158
"587" "EU_020_17" "EU_020" 49.984 3.601 300 1964 1995 31 9 0.887618594826141 0.065337684375 267.076477050781 703.410012722015 21.9133335113525 -0.563333361347516 32.7100008010864 0.886666806538898 0.950000017633041 330.57484588623 -209.126743 360.506157 151.379414 0.520782009638185 0.0275675277956246 -3.25573360325287 -3.25573360325287 0.500399751104424 0.874119611223691
"589" "EU_020_19" "EU_020" 49.991 3.606 200 1964 1995 31 17 0.744988802644116 0.063512265625 267.076477050781 703.410012722015 21.9133335113525 -0.563333361347516 32.7100008010864 0.886666806538898 0.950000017633041 330.57484588623 -318.276842 322.22718 3.95033799999999 -0.0289909707122781 -0.238172678182283 NA NA -1.80632002008983 -1.80632002008983
"591" "EU_020_3" "EU_020" 49.983 3.595 200 1957 1996 39 11 0.743695484722511 -0.000624999999999987 267.076477050781 709.21001086235 22.846667098999 -0.590000014255444 32.590003156662 0.24666665395101 1.50333333164453 385.184077911377 -423.005412 709.413352 286.40794 0.0518222660153421 0.556374804767022 -0.755917235439015 -1.33398026483951 1.41934576862436 0.908143500286545
"594" "EU_020_6" "EU_020" 49.988 3.606 400 1962 1996 34 8 0.63987840625 -0.01625 267.076477050781 712.25001206398 22.2166668574015 -0.146666685740153 29.5500019550324 0.876666895548503 1.06000000312924 357.235749664307 222.075853 177.199627 399.27548 0.128795132819983 0.128795132819983 -5.5989221711553 -2.86601872601508 1.30116533720078 0.134419416604849
"595" "EU_020_7" "EU_020" 49.989 3.585 400 1962 1996 34 14 0.44924710919653 0.13875 267.076477050781 712.25001206398 22.2166668574015 -0.146666685740153 29.5500019550324 0.876666895548503 1.06000000312924 354.957691253662 -89.755259 213.38996 123.634701 -4.86251436057598 -2.33014239878603 0.638626065903263 0.638626065903262 -1.19290993910523 -1.90846685386305
"581" "EU_020_11" "EU_020" 50.004 3.572 300 1963 1996 33 25 0.894628059153763 0.319077025702515 239.928405761719 787.520014429092 21.7800003687541 -0.180000005662441 70.9200022220612 1.07333335876465 1.04666667282581 362.073928039551 -154.79721 719.484715 564.687505 0.203714848533378 0.818353139490273 0.00232005234204802 -1.41502271072129 0.672627335218035 0.773956568651521
"590" "EU_020_2" "EU_020" 49.995 3.588 100 1963 1996 33 20 0.937950872335654 0.1841875 267.076477050781 692.720012426376 21.9966668446859 -0.123333349823952 49.0800015926361 1.09666690826416 1.03666666721304 346.714131256104 142.656797 624.577182 767.233979 0.336121140244492 0.306604769974406 0.275447011807852 -0.75608587080433 1.07794841663882 0.331893221540952
"593" "EU_020_5" "EU_020" 49.995 3.581 300 1963 1996 33 20 0.385517619641832 0.1976953125 267.076477050781 692.720012426376 21.9966668446859 -0.123333349823952 49.0800015926361 1.09666690826416 1.03666666721304 346.714131256104 -321.794102 747.82851 426.034408 0.25280971837392 -0.683761478796699 -1.39843648815596 -1.45783406976753 1.12935823052191 1.76692259471225
"582" "EU_020_12" "EU_020" 49.992 3.56 300 1964 1996 32 18 0.915008158310153 0.078216796875 208.352828979492 703.410012722015 21.9133335113525 -0.563333361347516 38.3900012969971 1.18000024159749 1.47666667873661 338.470571258545 413.856572 353.050862 766.907434 0.448368434922983 0.334727551087101 0.242320492729242 -0.961672236697417 0.408928156699988 0.620036729258309
"584" "EU_020_14" "EU_020" 49.998 3.569 300 1964 1996 32 22 0.681758340072042 0.191374648515625 267.076477050781 703.410012722015 21.9133335113525 -0.563333361347516 38.3900012969971 1.18000024159749 1.47666667873661 338.470571258545 500.494127 399.988573 900.4827 0.833622023453208 1.09614704441698 1.01853830480996 -0.13993420455223 0.313027397644417 -0.233623344740418
"588" "EU_020_18" "EU_020" 49.994 3.575 400 1964 1996 32 18 0.529507580720654 -0.0299446212859373 267.076477050781 703.410012722015 21.9133335113525 -0.563333361347516 38.3900012969971 1.18000024159749 1.47666667873661 338.470571258545 11.89068 485.461616 497.352296 -0.238133636095336 0.749248748390858 -0.439931418338432 -0.426468074426703 0.300305860096893 -0.510752855250243
"558" "EU_019_1" "EU_019" 49.977 4.136 150 1965 1996 31 16 0.891107615756703 0 507.099212646484 897.620013999939 21.9300003051758 -1.20333335946004 48.5800020217896 0.90333340962728 1.49000003412366 391.198595275879 1524.893529502 243.010925 1767.904454502 0.985717466676709 1.1109608055053 0.490677818435856 0.447541980711257 0.996580979670928 0.568987569377913
"559" "EU_019_10" "EU_019" 49.953 4.097 800 1965 1996 31 9 0.500146875 -0.0848057739257813 472.480316162109 897.620013999939 21.9300003051758 -1.20333335946004 48.5800020217896 0.90333340962728 1.49000003412366 367.088696899414 581.428255 0 581.428255 NA NA 0.0744061580924913 -0.490768225201606 NA NA
"560" "EU_019_11" "EU_019" 49.963 4.106 600 1965 1996 31 7 0.77265625 0.212392338867188 512.388549804688 897.620013999939 21.9300003051758 -1.20333335946004 48.5800020217896 0.90333340962728 1.49000003412366 391.198595275879 291.028608 0 291.028608 NA NA 0.285642053593371 -0.336453315164358 NA NA
"561" "EU_019_12" "EU_019" 49.97 4.106 600 1965 1996 31 8 0.500146875 0.0697187500000001 512.388549804688 897.620013999939 21.9300003051758 -1.20333335946004 48.5800020217896 0.90333340962728 1.49000003412366 391.198595275879 696.882448 40.231407 737.113855 NA NA 0.184844247307691 0.902185962777854 -0.966883718971451 -1.19912233124422
"562" "EU_019_13" "EU_019" 49.955 4.109 800 1965 1996 31 20 0.635987401457745 -0.291840278787149 472.480316162109 897.620013999939 21.9300003051758 -1.20333335946004 48.5800020217896 0.90333340962728 1.49000003412366 391.198595275879 80.1190919999999 660.563691 740.682783 0.705904653971397 -0.195550584876684 -2.46252168375196 -2.59382714570997 0.195487570323333 1.2419451774925
"565" "EU_019_16" "EU_019" 49.968 4.104 300 1965 1996 31 21 0.786475645144895 -0.0416763834375 512.388549804688 897.620013999939 21.9300003051758 -1.20333335946004 48.5800020217896 0.90333340962728 1.49000003412366 391.198595275879 -96.750532 669.029784 572.279252 0.802765575983755 0.243260468712692 -0.433116809331034 -0.863330155909394 0.757421632820179 0.772699056897419
"566" "EU_019_17" "EU_019" 49.953 4.1 800 1965 1996 31 11 0.693027699609375 -0.0300222460498046 472.480316162109 897.620013999939 21.9300003051758 -1.20333335946004 48.5800020217896 0.90333340962728 1.49000003412366 367.088696899414 750.821828 173.903913 924.725741 -1.24191536887062 -1.84648849362046 -0.438730719832299 -0.318784585181251 1.46122469568982 0.244276421684171
"567" "EU_019_18" "EU_019" 49.955 4.094 600 1965 1996 31 22 0.784783519664718 -0.138410464066406 472.480316162109 897.620013999939 21.9300003051758 -1.20333335946004 48.5800020217896 0.90333340962728 1.49000003412366 367.088696899414 -12.574889 878.857534 866.282645 -0.282067648911556 0.852676179025669 -0.44669408860448 -1.20682191318002 0.30341052914102 1.21217650231046
"569" "EU_019_2" "EU_019" 49.967 4.103 150 1965 1996 31 29 0.941699558137413 0 512.388549804688 897.620013999939 21.9300003051758 -1.20333335946004 48.5800020217896 0.90333340962728 1.49000003412366 391.198595275879 332.209311502 938.872787 1271.082098502 0.451166006575341 1.2223288658382 0.115247741519395 -1.25961334578132 1.73302767977443 1.81904577054391
"573" "EU_019_3" "EU_019" 49.938 4.084 150 1965 1996 31 19 0.766586677689907 0 362.076232910156 897.620013999939 21.9300003051758 -1.20333335946004 48.5800020217896 0.90333340962728 1.49000003412366 367.088696899414 34.3344919999997 630.602861 664.937353 1.08332092302798 1.17006604685604 -0.96758950182826 -1.59211990171098 0.390855632241431 0.914636154526208
"575" "EU_019_5" "EU_019" 49.97 4.104 150 1965 1996 31 32 0.88235786209849 0.42129416492975 512.388549804688 897.620013999939 21.9300003051758 -1.20333335946004 48.5800020217896 0.90333340962728 1.49000003412366 391.198595275879 41.7648609980001 817.650089002 859.41495 -0.209290428809605 1.30861709367248 0.563822563708898 -1.54130610391867 1.35866424476868 2.30673592295764
"576" "EU_019_6" "EU_019" 49.951 4.095 600 1965 1996 31 20 0.880065223396652 0.00166015625000004 472.480316162109 897.620013999939 21.9300003051758 -1.20333335946004 48.5800020217896 0.90333340962728 1.49000003412366 367.088696899414 634.316956103 658.058757 1292.375713103 -0.578496937033386 0.885214278028394 0.683736178555155 -0.16860311209097 0.71787643175169 1.40813598872337
"577" "EU_019_7" "EU_019" 49.956 4.093 600 1965 1996 31 18 0.831844024556131 0.21281875 472.480316162109 897.620013999939 21.9300003051758 -1.20333335946004 48.5800020217896 0.90333340962728 1.49000003412366 367.088696899414 1344.749024997 201.103325003 1545.85235 0.331924301426712 0.486247338406587 -0.885822093876579 0.462032176098802 -0.1587892695758 -0.369988826648436
"578" "EU_019_9" "EU_019" 49.96 4.109 600 1965 1996 31 13 0.693793255715878 -0.0777367859375 472.480316162109 897.620013999939 21.9300003051758 -1.20333335946004 48.5800020217896 0.90333340962728 1.49000003412366 391.198595275879 -395.741419 662.392327 266.650908 0.482321290662341 0.170535564557791 0.146002013557931 0.200600557488826 0.217533271126163 -0.419859863068628
"580" "EU_020_10" "EU_020" 50 3.567 400 1965 1996 31 19 0.781013207896005 0.112120727539063 208.352828979492 693.060013103485 22.1666667938232 -0.593333368500074 48.7400009155274 0.926666959126791 1.50666668588916 330.227011260986 -130.274833 560.077033 429.8022 1.04840569824026 1.59723661013775 -0.311241278936953 -0.593235420971445 0.49941135639092 0.0205855196972522
"596" "EU_020_9" "EU_020" 50.008 3.577 300 1965 1996 31 19 0.947944853471699 0.2435495703125 239.928405761719 791.540013933182 21.9533337275187 -0.630000015596549 66.9000027179718 0.899999999999999 1.49666668275992 344.853010864258 902.951798 0 902.951798 NA NA 0.385719830820648 0.267283384874299 NA NA
"2484" "EU_072_41" "EU_072" 47.947207 24.310205 100 1937 1997 60 19 0.602080671550358 -0.614193 939.033508300781 789.500013828278 22.0700004577637 -8.39666683673859 -49.2300040245057 -0.146666590372721 1.62666670481364 305.348168273926 -457.462812003 541.768243003 84.305431 -0.50721184808873 -0.259765244911638 NA NA 0.551075984371199 0.551075984371199
"2485" "EU_072_43" "EU_072" 47.947207 24.310205 100 1937 1997 60 15 0.555885233000047 0 939.033508300781 789.500013828278 22.0700004577637 -8.39666683673859 -49.2300040245057 -0.146666590372721 1.62666670481364 305.348168273926 -524.585059 794.212551 269.627492 0.879246154308427 0.26961693425951 -1.27144665582566 -1.12680771160812 -0.360326397171903 0.298884173354428
"2486" "EU_072_45" "EU_072" 47.94658 24.308176 100 1937 1997 60 30 0.736199159046759 -0.25 939.033508300781 789.500013828278 22.0700004577637 -8.39666683673859 -49.2300040245057 -0.146666590372721 1.62666670481364 305.348168273926 -892.694571002 1268.565406002 375.870835 -0.242285374582779 1.10753042185577 1.04652354606546 1.00617176774047 0.825377978797802 -0.617749854620038
"2487" "EU_072_46" "EU_072" 47.94658 24.308176 100 1937 1997 60 10 0.77013152194547 -0.2239 939.033508300781 789.500013828278 22.0700004577637 -8.39666683673859 -49.2300040245057 -0.146666590372721 1.62666670481364 305.348168273926 926.125855 350.889803 1277.015658 1.00654578644073 0.752235569729148 0.319442238288859 0.983536083547691 0.423082407541215 0.831205691710191
"2488" "EU_072_49" "EU_072" 47.94658 24.308176 100 1937 1997 60 28 0.742052352180322 -0.2356 939.033508300781 789.500013828278 22.0700004577637 -8.39666683673859 -49.2300040245057 -0.146666590372721 1.62666670481364 305.348168273926 -1105.817006 1325.759334 219.942328 0.680716224768766 0.792160181327529 -1.87999776865154 -2.31061123403769 -0.469792668584055 1.00240905159422
"2489" "EU_072_51" "EU_072" 47.94658 24.308176 100 1937 1997 60 25 0.842045320639561 0 939.033508300781 789.500013828278 22.0700004577637 -8.39666683673859 -49.2300040245057 -0.146666590372721 1.62666670481364 305.348168273926 -959.131728 1146.831565 187.699837 0.686380346414579 0.793194337268072 1.02196444856544 0.994073956050599 -0.0975982587710392 -1.39721907175045
