"seed_mass" "plant_height" "leaf_area" "sla" "leaf_N" "leaf_P" "leaf_C" "leaf_length" "ldmc" "ssd" "species_id"
"1" 64.5003174129354 14.4859523809524 2776.61936842108 16.1364003858083 21.1928571837144 1.64333333333333 458.700000000001 5.5 0.35747439175338 0.580539706531788 "uCt_eyN"
"2" 77.5328571428572 11.18875 8248.66960000008 21.1102650006204 17.7100000000001 1.87011667772828 440.860000000001 7.10024903766154 0.389953154695622 0.709779696421557 "uCt_yxD"
"3" 124.34053265353 23.6170967741936 8078.92790457652 19.9517227011532 22.3190972261807 1.77871270839649 482.000000000001 9.99999999999999 0.373651883412853 0.557863343544205 "uCt_RVf"
"4" 90.6322887014415 17.6970727272728 7668.69650873664 15.4710711941964 24.2435515165581 1.954292110829 467.03826033041 10.6666666666667 0.352510929478933 0.565559222951568 "uCt_vxn"
"5" 31.9590435294205 6.39836363636366 1758.54545454547 21.1108846271737 21.3431319099996 2.71287824521813 482.243477895475 14.875 0.451506594296375 0.488801096040122 "uCt_CGJ"
"6" 0.142857142857143 0.562307692307693 1112.95000000001 19.3380000000001 33.5758350387018 2.34338590217948 424.736519580035 135.848618906819 0.189512 0.241436172546729 "P4W_AZT"
"7" 0.159507551646878 0.269268656061245 796.806084684694 15.0736185431213 23.658903477033 2.31281415141425 439.741735950246 144.49375 0.246459093543536 0.28834 "P4W_49z"
"8" 0.0715999999999999 0.383333333333333 463.882375049062 19.0866178239975 32.0892077885099 2.22816864920424 425.199975557156 117.672013458539 0.192431278512289 0.237386901466762 "P4W_4ZY"
"9" 0.244825 0.664062500000001 184.666666666669 25.2051581005318 54.2272269497388 2.74769209723131 407.726419444445 111.437177748887 0.149075576749888 0.232038476814585 "P4W_02D"
"10" 2.3992661533757 0.625000000000001 1364.09000000001 39.7840000000003 25.1545366254136 2.25327894727708 439.165829064566 57.8442472732124 0.17481 0.155584882282298 "81w_VAK"
"11" 3.20883333333333 0.619357936925422 1633.63227338224 31.8154629587766 25.0997475701204 2.32870609857279 439.079124381301 63.4531047071411 0.188569534331123 0.153054950757263 "81w_vY0"
"12" 2.64515746867918 0.537623348072812 12706.5875000001 35.0112500000003 25.9010908125897 2.39715676399867 436.099435200207 71.0657909456882 0.157844444444444 0.150305859757933 "81w_kzG"
"13" 6.45862476193334 0.406612903225806 19012.1829166669 41.7383347347074 23.0028266668335 2.67880812491466 456.204666668335 108.832902287246 0.20182303448249 0.152249134086461 "6vH_RpK"
"14" 1.7405284942209 0.835000000000001 67091.7783333339 24.7690000000002 24.9630300000001 2.46209935303087 420.904151759496 270.684338321693 0.118924 0.214234047963043 "2DM_8UM"
"15" 1.3875 0.434122807017544 9783.33273035862 15.6924329400001 27.2434200000001 2.05103801891443 425.723934717592 160.742244724475 0.14421850957 0.226084663485537 "2DM_Hv1"
"16" 2.02993948506188 0.232142857142857 271.971428571432 15.2676223504032 28.1000000000001 2.40860379407542 454.898275213169 38.6679556219423 0.358656 0.16400308313164 "pWV_CiK"
"17" 3.4108117303272 0.102083333333333 1676.85714285716 38.4500000000003 29.3336590810789 1.64258337746348 487.673884382569 28.9134971335793 0.136666666666667 0.32927960850536 "GTA_pCc"
"18" 2.1065 0.692903225806453 13590.2366944445 27.7486456610252 31.1512485745786 2.12796456292222 406.311504390001 205.305980749553 0.23 0.106721162579473 "PqL_4sC"
"19" 10739.0749537931 26.6250000000001 7941.40078333341 14.5259690167545 23.1942708333334 1.60552083333333 459.132134941118 10.3258260840163 0.333243378127266 0.490357456621376 "hTU_B4b"
"20" 1.73273333333333 0.546250000000001 4516.63545454549 33.4371428571432 29.0416943389622 2.76354499014457 430.136704339003 269.095311681594 0.18411 0.109645478578462 "0cO_JQM"
"21" 12.3071921921892 0.538571428571429 6355.89188888895 18.4535606060759 16.6750000000001 1.835 441.000000000001 11.390797275523 0.3579565 0.426751926370686 "Gjk_Pm6"
"22" 0.0542745839996532 0.390589473684211 90.3290000000011 31.4270638013791 23.5852857142858 3.128 445.885285714287 98.7397545546582 0.286101428571429 0.260698191165455 "QVf_5rE"
"23" 0.0676405308178919 0.415925535714286 236.019365737503 30.1280119367756 21.6892820356219 2.1860262717628 441.855737060999 83.4027777699999 0.278206889136999 0.269080687830687 "QVf_47U"
"24" 0.0816223778488393 0.682782022471911 617.550454545461 29.7035639624355 21.8255000000001 2.61349094397063 421.175500000001 120 0.285139183786333 0.273954310054076 "QVf_LAe"
"25" 0.0485947380409502 0.572183333333334 240.396174509807 30.2720544701788 30.0829499882605 2.20391778401546 441.820972031251 128.5 0.304364619091304 0.318249118713721 "QVf_1sx"
"26" 28.7974420231858 21.8495000000001 14405.2366013074 31.287152360885 31.4428571428572 2.065 464.600000000001 51.2499999999999 0.215131032008421 0.525633359 "WGL_PvT"
"27" 1.30782424437105 0.18 407.966000000005 25.9900000000002 25.6828268836692 2.0857660204039 427.21937738117 112.29067342546 0.14594 0.16095374355847 "x6l_Xo0"
"28" 1.41854117647059 0.16275 894.10000000001 19.7600000000001 24.0025436618946 1.97948230688653 432.826569204152 89.483529474338 0.191138 0.172321444747876 "x6l_b0K"
"29" 1.30730666666667 0.0952477333333333 1393.04733512547 29.7940681075197 21.2664533573334 2.23080759670207 420.002311344763 119.8 0.172808283978111 0.151743704206451 "x6l_5Ot"
"30" 0.4077 0.272022857142857 6905.96428571436 19.4800000000001 29.0621463529413 2.385 445.907000000001 18.7381643874549 0.247343391304348 0.4114044550769 "BPa_xQ8"
"31" 0.396336363636364 0.503125 1850.85320000002 29.3471503151726 37.3929855669033 3.00947258331536 429.907937221508 189.432593115247 0.119375416666667 0.273768693423158 "aK0_xcD"
"32" 0.402323529411765 0.602814285714287 14028.7791666668 27.9810332950702 37.7000000000001 2.38548955566685 433.500000000001 200.960884608023 0.166648552212971 0.135367297872926 "aK0_K8r"
"33" 2.69340625 0.554803571428571 5707.88545454552 46.7479702758463 39.0854506887447 1.19095326687912 427.298032390001 83.7552301932428 0.1622592415925 0.372771739130437 "DHt_06V"
"34" 1.9388 0.375 1135.30650388331 13.9582608894175 27.239882143877 1.88307434179746 421.29121893594 167.447006032234 0.158281858109105 0.294664153485443 "nj3_Fb8"
