"scientificName" "species_id" "family2"
"30650" "Veronica dillenii" "VCE_VJg" "Plantaginaceae"
"30651" "Urtica dioica" "NvW_Eid" "Urticaceae"
"30657" "Silene dioica" "D8T_Eid" "Caryophyllaceae"
"30802" "Antennaria dioica" "jD2_Eid" "Asteraceae"
"31438" "Valeriana dioica" "VsB_Eid" "Caprifoliaceae"
"31892" "Aruncus dioicus" "XbG_Osg" "Rosaceae"
"31907" "Knautia dipsacifolia" "rCB_ZZM" "Caprifoliaceae"
"31942" "Achillea distans" "P4W_kKc" "Asteraceae"
"31949" "Cotoneaster divaricatus" "AZj_Mz2" "Rosaceae"
"31954" "Luzula divulgata" "bEG_Wal" "Juncaceae"
"31956" "Carex divulsa" "KeF_rVu" "Cyperaceae"
"31978" "Prunus domestica" "cYK_Bxp" "Rosaceae"
"31979" "Sorbus domestica" "mxQ_Bxp" "Rosaceae"
"31997" "Malus domestica" "U5L_Bxp" "Rosaceae"
"32021" "Lotus dorycnium" "bvE_P1a" "Fabaceae"
"32023" "Lepidium draba" "flW_xiu" "Brassicaceae"
"32024" "Knautia drymeia" "rCB_Ugb" "Caprifoliaceae"
"32037" "Festuca drymeja" "TbU_LKm" "Poaceae"
"32059" "Persicaria dubia" "QKr_u6t" "Polygonaceae"
"32078" "Solanum dulcamara" "SRY_XmJ" "Solanaceae"
"32172" "Euphorbia dulcis" "8PD_to3" "Euphorbiaceae"
"32247" "Rosa dumalis" "JHm_v5w" "Rosaceae"
"32248" "Fallopia dumetorum" "TbU_61q" "Polygonaceae"
"32257" "Helleborus dumetorum" "p7f_61q" "Ranunculaceae"
"32273" "Vicia dumetorum" "jMQ_61q" "Fabaceae"
"32620" "Sambucus ebulus" "6Rd_TLp" "Adoxaceae"
"32625" "Carex echinata" "KeF_2Qd" "Cyperaceae"
"32631" "Milium effusum" "90i_72a" "Poaceae"
"33853" "Juncus effusus" "8Nd_kh6" "Juncaceae"
"34126" "Carex elata" "KeF_m5S" "Cyperaceae"
"34146" "Primula elatior" "YQS_Yb8" "Primulaceae"
"34504" "Viola elatior" "gNl_Yb8" "Violaceae"
"34636" "Arrhenatherum elatius" "uhE_wUU" "Poaceae"
"34708" "Salix eleagnos" "SPo_k23" "Salicaceae"
"34711" "Carex elongata" "KeF_0Qm" "Cyperaceae"
"34785" "Galium elongatum" "LKT_tI6" "Rubiaceae"
"34800" "Hippocrepis emerus" "52L_NjH" "Fabaceae"
"34817" "Cardamine enneaphyllos" "rxo_BXL" "Brassicaceae"
"35051" "Pentanema ensifolium" "IHl_2KL" "Asteraceae"
"35057" "Calamagrostis epigejos" "IVb_3qS" "Poaceae"
"35285" "Sanicula epipactis" "aZ4_FBW" "Apiaceae"
"35299" "Euphorbia epithymoides" "8PD_dPQ" "Euphorbiaceae"
"35315" "Potentilla erecta" "8Fi_xQY" "Rosaceae"
"35350" "Berula erecta" "haT_xQY" "Apiaceae"
"35381" "Sparganium erectum" "wy2_pYs" "Typhaceae"
"35385" "Bromus erectus" "gef_3t1" "Poaceae"
"35389" "Cirsium eriophorum" "yzA_MBl" "Asteraceae"
"35390" "Cirsium erisithales" "yzA_wHq" "Asteraceae"
"35450" "Jacobaea erucifolia" "hGq_RDZ" "Asteraceae"
"35452" "Centaurium erythraea" "qMO_tr7" "Gentianaceae"
"35455" "Euphorbia esula" "8PD_ABB" "Euphorbiaceae"
"35460" "Agrimonia eupatoria" "Gjk_Pm6" "Rosaceae"
"35483" "Sanicula europaea" "aZ4_Dsg" "Apiaceae"
"35517" "Tilia europaea" "IZu_Dsg" "Malvaceae"
"35532" "Lysimachia europaea" "FBT_Dsg" "Primulaceae"
"36011" "Asarum europaeum" "wiA_9AE" "Aristolochiaceae"
"37275" "Hordelymus europaeus" "RUg_D1k" "Poaceae"
"37276" "Euonymus europaeus" "MiU_D1k" "Celastraceae"
"37278" "Lycopus europaeus" "iMm_D1k" "Lamiaceae"
"37364" "Loranthus europaeus" "wNx_D1k" "Loranthaceae"
"39221" "Salix euxina" "SPo_56d" "Salicaceae"
"39224" "Valeriana excelsa" "VsB_3fn" "Caprifoliaceae"
"39265" "Fraxinus excelsior" "LGA_Aqc" "Oleaceae"
"44886" "Vicia faba" "jMQ_z5t" "Fabaceae"
"44888" "Medicago falcata" "0ul_H7B" "Fabaceae"
"44895" "Bupleurum falcatum" "vnl_BrK" "Apiaceae"
"44947" "Tussilago farfara" "wLW_WND" "Asteraceae"
"44961" "Carex ferruginea" "KeF_szv" "Cyperaceae"
"44967" "Ranunculus ficaria" "woJ_xHX" "Ranunculaceae"
"45687" "Pulmonaria filarczkyana" "2dv_CuL" "Boraginaceae"
"45697" "Festuca filiformis" "TbU_Bnp" "Poaceae"
"45703" "Carex filiformis" "KeF_Bnp" "Cyperaceae"
"45706" "Carex flacca" "KeF_yXe" "Cyperaceae"
"45891" "Ranunculus flammula" "woJ_79r" "Ranunculaceae"
"45893" "Orobanche flava" "mAy_WdS" "Orobanchaceae"
"45895" "Carex flava" "KeF_WdS" "Cyperaceae"
"45898" "Trisetum flavescens" "vuF_EtL" "Poaceae"
"45899" "Thalictrum flavum" "2di_lgd" "Ranunculaceae"
"45900" "Avenella flexuosa" "7F8_qNs" "Poaceae"
"45906" "Cardamine flexuosa" "rxo_qNs" "Brassicaceae"
"46516" "Silene flos-cuculi" "D8T_dnu" "Caryophyllaceae"
"46523" "Glyceria fluitans" "Tv2_GvQ" "Poaceae"
"46543" "Aposeris foetida" "TrA_Iv8" "Asteraceae"
"46839" "Helleborus foetidus" "p7f_33y" "Ranunculaceae"
"46848" "Cerastium fontanum" "iKd_wTY" "Caryophyllaceae"
"46868" "Luzula forsteri" "bEG_2MN" "Juncaceae"
"46895" "Quercus frainetto" "Bpf_a2O" "Fagaceae"
"46897" "Carex fritschii" "KeF_nCO" "Cyperaceae"
"46916" "Bidens frondosa" "zKw_YmG" "Asteraceae"
"46933" "Prunus fruticosa" "cYK_Oow" "Rosaceae"
"46938" "Dactylorhiza fuchsii" "4AT_azW" "Orchidaceae"
"46952" "Lamium galeobdolon" "rRF_1W9" "Lamiaceae"
"49601" "Scutellaria galericulata" "XNf_OwK" "Lamiaceae"
"49657" "Rosa gallica" "JHm_cbX" "Rosaceae"
"49662" "Ajuga genevensis" "x6l_Xo0" "Lamiaceae"
"49739" "Alopecurus geniculatus" "Zzb_Zay" "Poaceae"
"49740" "Linaria genistifolia" "jrZ_XY6" "Plantaginaceae"
"49749" "Waldsteinia geoides" "wCd_Nf0" "Rosaceae"
"49754" "Genista germanica" "4Vo_dAb" "Fabaceae"
"49756" "Stachys germanica" "beL_dAb" "Lamiaceae"
"49762" "Crataegus germanica" "jbt_dAb" "Rosaceae"
"49767" "Inula germanica" "P9L_dAb" "Asteraceae"
"49790" "Filago germanica" "gwf_dAb" "Asteraceae"
"49799" "Cynoglossum germanicum" "2Wm_RiL" "Boraginaceae"
"49803" "Solidago gigantea" "P3K_LAe" "Asteraceae"
"49825" "Agrostis gigantea" "QVf_LAe" "Poaceae"
"49875" "Dianthus giganteiformis" "fuI_s5s" "Caryophyllaceae"
