"Node" "SR_all" "SR_mis" "Obs" "Mean_Exp" "SD_Exp" "P_value"
"162" 1279 2 2 -0.4 -0.0537092462414116 0.450358946669468 0.469469469469469
"163" 1280 2 2 -0.377777777777777 -0.0477532136840814 0.448386704678354 0.483483483483483
"164" 1281 2 2 -0.177620858229223 -0.0402701437852758 0.457497144130454 0.762762762762763
"165" 1282 5 5 -0.523765227021041 -0.0697708892075746 0.281837187479574 0.106106106106106
"166" 1283 2 2 -0.226079734219269 -0.058585927084838 0.455007853467908 0.723723723723724
"167" 1284 3 3 -0.722222222222222 -0.0772275306227323 0.363058062120395 0.0770770770770771
"168" 1285 2 2 -0.583333333333333 -0.0873446542251665 0.441162270706741 0.281281281281281
"169" 1286 14 14 0.072367094567585 -0.0700979574147388 0.169230700105839 0.398398398398398
"170" 1287 4 4 -0.533377896613191 -0.0629252909697223 0.325987829077222 0.157157157157157
"171" 1288 3 3 -0.724242424242424 -0.0662195969840109 0.366986178170902 0.0780780780780781
"172" 1289 2 2 -0.636363636363636 -0.0534651255461021 0.457558024729688 0.204204204204204
"173" 1290 10 10 0.314665091039895 -0.0729670239927455 0.201040024250267 0.0520520520520521
"174" 1291 9 9 0.238516767822106 -0.0694072749476866 0.215013592961285 0.16016016016016
"175" 1292 6 6 0.31855257826401 -0.0745260597227711 0.259823370972322 0.128128128128128
"176" 1293 5 5 0.448929760583479 -0.0706561094223891 0.281019404268793 0.0610610610610611
"177" 1294 3 3 0.232492997198879 -0.0723382436025854 0.368685282072487 0.424424424424424
"178" 1295 2 2 0.764705882352941 -0.0663646970692802 0.451419707912333 0.0790790790790791
"179" 1296 3 3 0.0784451469382977 -0.0591697053975174 0.357907856987015 0.705705705705706
"180" 1297 4 4 -0.75 -0.0717866443577894 0.322836044424242 0.026026026026026
"181" 1298 2 2 -0.833333333333333 -0.0682721081010278 0.450416006273115 0.0920920920920921
"182" 1299 2 2 -0.666666666666667 -0.075301180614551 0.44158065206844 0.174174174174174
"183" 1300 2 2 -0.551594746716698 -0.069379670706207 0.443172235722448 0.307307307307307
"184" 1301 4 4 -0.521424815983175 -0.0533561483051436 0.323768362262682 0.163163163163163
"185" 1302 3 3 -0.528566421310901 -0.0484112773642523 0.379476383242359 0.22022022022022
"186" 1303 2 2 -0.292849631966351 -0.036899269875938 0.459075814074809 0.596596596596597
"187" 1304 2 2 0.471945701357466 -0.0493826861298467 0.459526550181316 0.29029029029029
"188" 1305 24 24 -0.238820221204531 -0.062523638152861 0.124044074306375 0.163163163163163
"189" 1306 18 18 -0.31813965971364 -0.0634057510263088 0.144287499658125 0.0860860860860861
"190" 1307 14 14 -0.343811002661934 -0.0677619225096102 0.16218789622125 0.0860860860860861
"191" 1308 7 7 -0.566873706004141 -0.0594724859346484 0.238987179710907 0.027027027027027
"192" 1309 6 6 -0.661352657004831 -0.0627751059391112 0.26181198859725 0.016016016016016
"193" 1310 2 2 -0.666666666666667 -0.0706789698898275 0.461393189103529 0.193193193193193
"194" 1311 4 4 -0.658695652173913 -0.058823173963753 0.311476979271554 0.0520520520520521
"195" 1312 2 2 -0.717391304347826 -0.0519206975154424 0.449993511919285 0.133133133133133
"196" 1313 2 2 -0.6 -0.0657256504120636 0.439878460716656 0.236236236236236
"197" 1314 7 7 -0.120748299319728 -0.0760513590845721 0.235927020558298 0.864864864864865
"198" 1315 6 6 0.0257936507936507 -0.0741508477608213 0.258368529393593 0.708708708708709
"199" 1316 5 5 0.088095238095238 -0.0667779680767913 0.282075062518952 0.602602602602603
"200" 1317 4 4 0.110119047619048 -0.0645054518703443 0.312284571934715 0.586586586586587
"201" 1318 3 3 -0.186507936507937 -0.0682713232067051 0.369871325850162 0.761761761761762
"202" 1319 2 2 -0.208333333333334 -0.0740586687161683 0.449186039854116 0.755755755755756
"203" 1320 4 4 -0.228289959394611 -0.0481591508347539 0.312560490610748 0.571571571571572
"204" 1321 3 3 -0.310846560846561 -0.0442703510992128 0.358784932195265 0.464464464464464
"205" 1322 2 2 -0.591269841269842 -0.0366137588493042 0.443005689403587 0.203203203203203
"206" 1323 6 6 -0.000861905677201952 -0.0598772995325174 0.261596351996268 0.814814814814815
"207" 1324 2 2 -0.167448876969494 -0.0393078946643926 0.454300558901611 0.754754754754755
"208" 1325 4 4 0.0824315799689441 -0.0701620019665798 0.32159732723047 0.680680680680681
"209" 1326 3 3 0.111979166666667 -0.0721819108410916 0.359216055930619 0.620620620620621
"210" 1327 2 2 -0.08203125 -0.0726065716977918 0.456534029276559 0.991991991991992
"211" 1328 170 170 -0.0996222237982455 -0.068002675796759 0.0444041515266527 0.473473473473473
"212" 1329 130 130 -0.107673720261224 -0.0678763360641551 0.053353690189422 0.453453453453453
"213" 1330 107 107 -0.100755061217873 -0.0677937559185365 0.0601474119630623 0.574574574574575
"214" 1331 103 103 -0.12162927169491 -0.0682959314773607 0.0609754641657921 0.386386386386386
"215" 1332 73 73 -0.145847570439532 -0.0687245385494918 0.0733596811231371 0.298298298298298
"216" 1333 60 60 -0.147350767831735 -0.0692658037184889 0.0815990544456583 0.351351351351351
"217" 1334 59 59 -0.166797391015324 -0.0699423102409309 0.0825837482788491 0.243243243243243
"218" 1335 52 52 -0.113731503580556 -0.0707852233074796 0.0887239662464713 0.626626626626627
"219" 1336 22 22 -0.194836762017212 -0.0680550833238567 0.133323264296538 0.331331331331331
"220" 1337 19 19 -0.146722163175614 -0.0662571634076042 0.144241544827256 0.580580580580581
"221" 1338 18 18 -0.164132653722407 -0.065051412505652 0.148523700819221 0.520520520520521
"222" 1339 14 14 -0.229015191528447 -0.0632480278961431 0.168207143821037 0.331331331331331
"223" 1340 13 13 -0.262016360107558 -0.0604718772461351 0.174557433936615 0.246246246246246
"224" 1341 8 8 0.0635526831179005 -0.064289966514866 0.220227432953537 0.563563563563564
"225" 1342 4 4 -0.164561300430866 -0.0749009053762128 0.318607007775102 0.766766766766767
"226" 1343 3 3 -0.0165165165165167 -0.0674153745033118 0.365625164691382 0.901901901901902
"227" 1344 2 2 -0.191441441441442 -0.0666611711262814 0.450097056188369 0.782782782782783
"228" 1345 4 4 0.291666666666667 -0.0536790276535192 0.31231656046128 0.27027027027027
"229" 1346 2 2 0.0833333333333335 -0.0515086661388434 0.453659987297762 0.750750750750751
"230" 1347 5 5 -0.782926829268293 -0.0543629344161655 0.288797398511898 0.00700700700700701
"231" 1348 4 4 -0.875 -0.0639947982903888 0.32163413569276 0.00800800800800801
"232" 1349 2 2 -1 -0.0654699335990795 0.449603993444861 0.033033033033033
"233" 1350 4 4 0.0629562285987312 -0.0713632586389329 0.326434049585533 0.683683683683684
"234" 1351 2 2 0 -0.0829971651857642 0.449781745983949 0.840840840840841
"235" 1352 2 2 0.125912457197462 -0.0597293520921017 0.467136856282056 0.684684684684685
"236" 1353 3 3 -0.499562554680665 -0.0794419094601223 0.379270174345243 0.268268268268268
"237" 1354 30 30 -0.0542543140603416 -0.0727873259621363 0.114719603257239 0.875875875875876
"238" 1355 5 5 -0.124907256679984 -0.063735002084815 0.276613377215206 0.833833833833834
"239" 1356 2 2 -0.414925672961029 -0.0587385057366247 0.461469455748447 0.473473473473473
"240" 1357 3 3 0.0684383541740449 -0.0670659996502753 0.370381412060014 0.720720720720721
"241" 1358 25 25 -0.040123725536413 -0.0745977907376006 0.128617658897408 0.748748748748749
"242" 1359 23 23 -0.0213162011126005 -0.0745735797319431 0.133753815180767 0.66966966966967
"243" 1360 17 17 -0.171621738129978 -0.0736299095035357 0.157979131296923 0.538538538538539
"244" 1361 16 16 -0.155708752500806 -0.0717881721104945 0.163705302780867 0.642642642642643
"245" 1362 9 9 -0.114276804996925 -0.0702864219575582 0.214173317769434 0.827827827827828
"246" 1363 8 8 -0.066061405621541 -0.0694116777366198 0.232255664465173 0.984984984984985
"247" 1364 6 6 -0.319965932133069 -0.0768460972629337 0.26911547156947 0.362362362362362
"248" 1365 4 4 -0.146615564866271 -0.0779286767298132 0.321977265051815 0.823823823823824
"249" 1366 2 2 -0.0445402298850576 -0.0570356146215191 0.453577838551701 0.985985985985986
"250" 1367 2 2 -0.248690899847483 -0.0988217388381072 0.436838817700715 0.736736736736737
"251" 1368 2 2 0.695652173913043 -0.0471084191576778 0.44448700966801 0.0860860860860861
"252" 1369 7 7 -0.208978399291511 -0.0737189937356984 0.249273162134307 0.584584584584585
"253" 1370 6 6 -0.19161033030896 -0.0756081532547477 0.269022248254325 0.643643643643644
"254" 1371 2 2 -0.290584415584416 -0.0778664531168757 0.448574481212293 0.635635635635636
"255" 1372 2 2 0.132420091324201 -0.0704052496416658 0.456981195983945 0.664664664664665
"256" 1373 6 6 0.404549487103302 -0.0772473120457639 0.258691091551523 0.0570570570570571
"257" 1374 3 3 0.305111733377258 -0.0826342985609801 0.376613904353291 0.314314314314314
"258" 1375 2 2 0.188436830835118 -0.0834866436230591 0.457129808611 0.566566566566567
"259" 1376 2 2 -0.256410256410256 -0.0748762173026623 0.454354917173061 0.718718718718719
"260" 1377 7 7 -0.561001126245029 -0.0636806703179976 0.249467746213925 0.045045045045045
"261" 1378 5 5 -0.58540157674304 -0.0657517966751602 0.292663932458357 0.0840840840840841
"262" 1379 4 4 -0.592863082039911 -0.0591212084355491 0.332470523356687 0.116116116116116
"263" 1380 2 2 -0.790909090909091 -0.0558255809661142 0.464457173386612 0.102102102102102
"264" 1381 2 2 -0.5 -0.0585028544250912 0.436410708409562 0.328328328328328
"265" 1382 13 13 -0.13890973632167 -0.0662263916156591 0.168979989361024 0.661661661661662
"266" 1383 5 5 -0.254205607476636 -0.0596182160330434 0.28584844547552 0.504504504504504
"267" 1384 2 2 0.5 -0.058473492875226 0.443309573933368 0.195195195195195
"268" 1385 8 8 -0.0668498168498168 -0.0703565013547939 0.217010606892631 0.984984984984985
"269" 1386 30 30 -0.0626980780829976 -0.0672529876018415 0.117966334488935 0.971971971971972
"270" 1387 2 2 -0.625 -0.0762560867405291 0.459284081174988 0.241241241241241
"271" 1388 28 28 -0.022533655088926 -0.0666099090919352 0.123062210377566 0.737737737737738
"272" 1389 23 23 -0.0628877623028747 -0.0673681472217459 0.139390399946936 0.981981981981982
"273" 1390 21 21 -0.0397765438978575 -0.067595588250597 0.145695692768251 0.852852852852853
"274" 1391 17 17 -0.0449340500250844 -0.0664027784192349 0.160926757559447 0.885885885885886
"275" 1392 14 14 -0.0800867559999852 -0.063077133252963 0.174520593553456 0.904904904904905
"276" 1393 6 6 0.00360709314289166 -0.0614195766851121 0.266889949051669 0.81981981981982
"277" 1394 5 5 -0.0493300248138958 -0.0578412748794695 0.296448088052858 0.97997997997998
"278" 1395 4 4 0.05 -0.0559730392076189 0.33036502020878 0.761761761761762
"279" 1396 2 2 0.1 -0.0409539151176016 0.469623320249251 0.782782782782783
"280" 1397 8 8 -0.142857142857143 -0.0643203006788512 0.232069996161423 0.753753753753754
"281" 1398 5 5 -0.2 -0.0573240892539106 0.293306061547955 0.652652652652653
"282" 1399 4 4 -0.25 -0.0571315060286487 0.333625649215141 0.568568568568569
"283" 1400 3 3 0 -0.0616614685268241 0.373998075085028 0.858858858858859
"284" 1401 2 2 0 -0.0654732666945311 0.446520128048253 0.864864864864865
"285" 1402 3 3 -0.0476190476190477 -0.0759806530537523 0.377939778463251 0.948948948948949
"286" 1403 2 2 0.428571428571428 -0.086925403094071 0.455241887657777 0.293293293293293
"287" 1404 3 3 0.119111911191119 -0.0819224558618369 0.379745221005369 0.622622622622623
"288" 1405 2 2 0.0227272727272727 -0.0833175315678508 0.460339553979216 0.802802802802803
"289" 1406 4 4 -0.0178571428571427 -0.072665030033886 0.322648068829344 0.861861861861862
"290" 1407 2 2 -0.0357142857142855 -0.0896839971281665 0.439076775880009 0.914914914914915
"291" 1408 2 2 -0.305555555555556 -0.0649800164188087 0.451599483414026 0.60960960960961
"292" 1409 5 5 0.163095238095238 -0.0631220136948063 0.282594357289849 0.439439439439439
"293" 1410 2 2 0.479166666666667 -0.0549008940109427 0.432345762444656 0.23023023023023
"294" 1411 4 4 0.436755858565845 -0.0548627352788145 0.311818765391747 0.12012012012012
"295" 1412 3 3 0.589143865842895 -0.052361051451506 0.360409849657634 0.0780780780780781
"296" 1413 2 2 0.383715798764342 -0.0371131898276571 0.453228265187764 0.391391391391391
"297" 1414 23 23 -0.139860525375946 -0.0682605132633372 0.132921060288707 0.586586586586587
"298" 1415 22 22 -0.165157215923338 -0.0683836854107592 0.135760871849837 0.471471471471471
"299" 1416 10 10 -0.072962962962963 -0.0727704884579368 0.210381202957267 0.998998998998999
"300" 1417 9 9 -0.0625514403292181 -0.0707947385171459 0.219269044714494 0.973973973973974
"301" 1418 2 2 0.5 -0.0799940771194821 0.454274573168504 0.212212212212212
"302" 1419 7 7 -0.223280423280423 -0.0681663560593355 0.249699973031539 0.514514514514514
"303" 1420 3 3 0.034567901234568 -0.0546696188747643 0.374502176529352 0.810810810810811
"304" 1421 2 2 -0.448148148148148 -0.0581958352545789 0.460654813663947 0.418418418418418
"305" 1422 3 3 -0.222222222222222 -0.0810433785842278 0.372458035253747 0.737737737737738
