"species" "uvalue"
"764" "Poe_WYF" -0.508771929824561
"765" "PqL_4sC" -0.309302325581395
"766" "pSJ_g2Q" -1
"767" "pSJ_lGF" -1
"768" "pSJ_PXH" 1
"769" "pSJ_qXX" 0.928571428571429
"770" "PTi_zH7" -1
"771" "pWV_CiK" -0.538461538461538
"772" "Q0u_D01" -0.272727272727273
"773" "q3Y_MTf" -0.0204081632653061
"774" "Q8S_57G" -0.571428571428571
"775" "Q8S_qZx" 0.216845878136201
"776" "qAl_DEf" 1
"777" "QDx_Erp" -0.03125
"778" "QDx_QdP" 0
"779" "qew_ch9" -0.285714285714286
"780" "qiG_320" -1
"781" "qiG_6D9" -1
"782" "qiG_A42" -0.5
"783" "qiG_CJW" -0.774193548387097
"784" "qiG_Erp" -0.666666666666667
"785" "qiG_GZu" -0.281609195402299
"786" "qiG_Hek" 0.320987654320988
"787" "qiG_lGF" -0.05
"788" "qiG_m52" -0.0555555555555556
"789" "qiG_PZG" -1
"790" "qiG_V25" -0.166666666666667
"791" "qiG_WnJ" -0.0193548387096774
"792" "QKr_3Th" -0.142857142857143
"793" "QKr_Auz" 0
"794" "QKr_lGF" 0
"795" "QKr_tFP" 0.6
"796" "QKr_u6t" -0.294117647058824
"797" "QKr_VXy" 1
"798" "QKr_xNA" 1
"799" "QKr_xzd" -1
"800" "qkX_A9e" -0.544943820224719
"801" "qkX_MTf" -0.538461538461538
"802" "qkX_SdR" 1
"803" "QM7_hG4" -0.111111111111111
"804" "QM7_QEq" -0.533333333333333
"805" "QM7_xkp" 0
"806" "qMO_tr7" 1
"807" "qrO_tt8" 0.689655172413793
"808" "qrO_vrG" -0.00803212851405623
"809" "QVf_1sx" -0.0377358490566038
"810" "QVf_47U" 0
"811" "QVf_5rE" 0.444444444444444
"812" "QVf_LAe" 1
"813" "QVf_lGF" 0.1
"814" "QwN_GlC" -0.166666666666667
"815" "Qx9_OZb" -1
"816" "Qyo_BCE" -0.0714285714285714
"817" "Qyo_FPU" -0.4
"818" "R9a_tFP" -0.230769230769231
"819" "R9a_XIC" -0.125
"820" "R9i_O6o" 0
"821" "R9i_p16" -0.0833333333333333
"822" "RAG_8Jy" -1
"823" "RAG_IXR" -0.333333333333333
"824" "rCB_DqS" -0.142857142857143
"825" "rCB_lGF" 1
"826" "rCB_Ugb" -0.416666666666667
"827" "rCB_ZZM" 0
"828" "rMJ_ero" -0.1875
"829" "rMJ_fsP" -1
"830" "rMJ_FT0" 1
"831" "Rms_cLX" -0.5
"832" "Rms_Nn0" -0.397260273972603
"833" "RNu_21Z" 1
"834" "RQ1_4WT" -0.337837837837838
"835" "RQ1_eEo" 0
"836" "rRF_1W9" 0.0169039145907473
"837" "rRF_8GA" -0.333333333333333
"838" "rRF_A42" 0.0775862068965517
"839" "rRF_lGF" -1
"840" "rRF_mxg" -0.166666666666667
"841" "rRF_wt7" -0.514285714285714
"842" "RUg_D1k" -0.181052631578947
"843" "rxo_BUd" 0.75
"844" "rxo_BXL" 0.0645161290322581
"845" "rxo_ch9" 0.0714285714285714
"846" "rxo_lGF" 0
"847" "rxo_lpN" 0.420289855072464
"848" "rxo_oJa" -0.428571428571429
"849" "rxo_oMc" 1
"850" "rxo_Pp9" -0.0159857904085258
"851" "rxo_qNs" 0.358974358974359
"852" "rxo_xdA" -0.058252427184466
"853" "rxo_Xmn" 0.0136986301369863
"854" "s9E_AMh" -1
"855" "sAW_tJX" 1
"856" "Sg4_Sls" 1
"857" "shT_3KW" -0.571428571428571
"858" "sLq_AlR" -0.184347826086957
"859" "sLq_E2Y" -1
"860" "sLq_el2" -0.214285714285714
"861" "sLq_Hv1" 0.181818181818182
"862" "sLq_tYL" 0.823529411764706
"863" "smn_PF6" 0
"864" "smn_PvT" -0.8
"865" "smn_RKZ" -0.236526946107784
"866" "smn_xaA" -1
"867" "smn_Z5e" -1
"868" "smn_zH7" 0.0718390804597701
"869" "sN2_lGF" 1
"870" "sN2_MuU" 1
"871" "sN2_NIl" -0.831932773109244
"872" "sN2_oaX" 0.529411764705882
"873" "sN2_UgH" -0.333333333333333
"874" "sN2_Zcn" 0.547169811320755
"875" "SNz_H7Q" -0.0666666666666667
"876" "SPo_As7" 0.333333333333333
"877" "SPo_cOC" 1
"878" "SPo_L5N" -1
"879" "SPo_lGF" -1
"880" "SPo_pft" -1
"881" "SPo_RNx" 1
"882" "SQW_9B0" 1
"883" "SQW_l3V" 1
"884" "SQW_mo4" -0.333333333333333
"885" "SRY_cLX" 0.826086956521739
"886" "SRY_XmJ" 0.0263157894736842
"887" "sS0_4ls" 0.416666666666667
"888" "SVB_Nwg" -0.0172413793103448
"889" "SVB_zxd" -0.25
"890" "sw4_lGF" -0.284403669724771
"891" "sxV_njk" -0.195402298850575
"892" "T7m_482" -0.0588235294117647
"893" "TbU_61q" 0.5
"894" "TbU_Bnp" -0.2
"895" "TbU_gzY" -0.75
"896" "TbU_iHd" 0.75
"897" "TbU_lGF" -0.142857142857143
"898" "TbU_LKm" -0.5
"899" "TbU_lrg" 0.407407407407407
"900" "TbU_LSf" -1
"901" "TbU_mMc" -0.2
"902" "TbU_P03" -0.347368421052632
"903" "TbU_PvT" -0.149732620320856
"904" "TbU_sz6" 0.571428571428571
"905" "TbU_Tis" -1
"906" "TbU_wkp" -0.268292682926829
"907" "TgS_7zk" 0.160714285714286
"908" "TgS_b1O" -0.384615384615385
"909" "TgS_Hv1" 1
"910" "TgS_lGF" -0.5
"911" "TgS_USJ" -1
"912" "tHR_dvu" -0.25
"913" "Tl5_hm8" -0.110236220472441
"914" "toi_FO6" 1
"915" "TrA_Iv8" -0.906976744186046
"916" "trO_FKf" 1
"917" "trO_Fn6" 0
"918" "trO_ixj" 0.0647482014388489
"919" "trO_lGF" 0.244897959183673
"920" "trO_Pns" 0
"921" "trO_tA7" -0.25
"922" "trO_TnK" -0.625
"923" "trO_vru" -0.0329457364341085
"924" "trO_yof" 1
"925" "Tv2_CLH" 0.142857142857143
"926" "Tv2_GvQ" 0.210526315789474
"927" "Tv2_nTs" 1
"928" "Tv2_Z35" 1
"929" "tVj_A42" -1
"930" "Tvt_ero" 1
"931" "TyO_u0E" 0.0392156862745098
"932" "U5L_bR0" 0.344827586206897
"933" "U5L_gOO" 1
"934" "U5L_lGF" 0.5
"935" "uCM_482" -0.8
"936" "uCM_n9U" -1
"937" "uCM_Tu1" -0.727272727272727
"938" "uCt_CGJ" 0
"939" "uCt_eyN" 0.1725
"940" "uCt_RVf" 0.231197771587744
"941" "uCt_vxn" 0.196229648671808
"942" "uCt_yxD" 0.25
"943" "uhE_wUU" -0.0754716981132075
"944" "uij_nEr" 1
"945" "uIS_bR0" -0.435897435897436
"946" "Uiz_Vu4" 0.300763358778626
"947" "UNR_EHJ" 0
"948" "UNR_ero" 1
"949" "UNR_Lq0" 1
"950" "UNR_URG" -1
"951" "uo5_TnK" 1
"952" "Upl_hgd" -1
"953" "Upl_ZOS" -0.285714285714286
"954" "uqm_UgH" 0.5
"955" "UTQ_qXX" -0.5
"956" "UtY_1mk" -0.428571428571429
"957" "UtY_lGF" -1
"958" "V5z_iAJ" 1
"959" "V6u_D58" -1
"960" "v8E_oy2" -0.621621621621622
"961" "V9L_a69" -0.214285714285714
"962" "vby_2Cq" -0.0434782608695652
"963" "vby_4A9" -0.0888888888888889
"964" "vby_Cfx" 1
"965" "vby_g2Q" 0.251428571428571
"966" "vby_gQF" 0.75
"967" "vby_gxG" 0.181286549707602
"968" "vby_lGF" -1
"969" "vby_m4E" -0.333333333333333
"970" "vby_ZUC" 1
"971" "VCE_6FB" 0.268292682926829
"972" "VCE_8WS" 0
"973" "VCE_G1K" -0.446650124069479
"974" "VCE_Itl" -0.8
"975" "VCE_K1M" 0
"976" "VCE_myK" 1
"977" "VCE_n3M" 1
"978" "VCE_NVK" -1
"979" "VCE_OZb" 0.311881188118812
"980" "VCE_PpO" -1
"981" "VCE_PrH" 0
"982" "VCE_RpK" -0.142857142857143
"983" "VCE_sxS" 0.0454545454545455
"984" "VCE_VJg" -1
"985" "VCE_Wea" 1
"986" "VCE_wTa" -1
"987" "VCE_xnh" 1
"988" "vCn_lGF" 0.5
"989" "vCn_tCc" -0.4
"990" "vED_Hv1" 0.142857142857143
"991" "vED_pzD" 0.0153846153846154
"992" "VF2_8ZK" -0.0356083086053412
"993" "VF2_xl4" -0.314285714285714
"994" "Vg6_482" -0.462962962962963
"995" "Vg6_CLR" -0.148148148148148
"996" "vK9_DcM" 0
"997" "vnl_BrK" -0.48780487804878
"998" "vnl_MEu" -0.615384615384615
"999" "VsB_1sx" -0.5
"1000" "VsB_3fn" -0.833333333333333
"1001" "VsB_Eid" -1
"1002" "VsB_l8z" -0.2
"1003" "VsB_OZb" -1
"1004" "VsB_sxS" -0.434782608695652
"1005" "VsB_TnK" 0
"1006" "vSr_lGF" 1
"1007" "vuF_EtL" -1
"1008" "W4H_AAw" -1
"1009" "W4H_lGF" -1
"1010" "W4H_tFP" -1
"1011" "w74_qsl" -0.363636363636364
"1012" "waV_DzU" -0.0779816513761468
"1013" "wCd_Nf0" -0.75
"1014" "wed_fsP" -0.657142857142857
"1015" "wed_k48" 0.166666666666667
"1016" "WfP_l4V" 0.207547169811321
"1017" "WfP_pdT" -0.135869565217391
"1018" "WGL_PvT" 1
"1019" "wiA_9AE" -0.157088122605364
"1020" "wii_3rY" -1
"1021" "wii_h3m" -0.4
"1022" "wii_OZb" 0
"1023" "wii_RRp" -1
"1024" "wii_tSm" -1
"1025" "wii_W0r" -0.2
"1026" "wii_zLf" -0.666666666666667
"1027" "wK1_ero" 0.333333333333333
"1028" "wK1_JW4" -0.5
"1029" "wK1_oJa" 0
"1030" "wK1_qXX" -1
"1031" "wlv_4t8" -0.435114503816794
"1032" "wlv_G1K" -0.394736842105263
"1033" "wLW_WND" -1
"1034" "woJ_1Py" -1
"1035" "woJ_6KX" -0.502994011976048
"1036" "woJ_6O9" 0
"1037" "woJ_79r" 0
"1038" "woJ_Dge" -0.115384615384615
"1039" "woJ_I7b" -1
"1040" "woJ_lGF" -0.6
"1041" "woJ_OnP" 0.0865384615384615
"1042" "woJ_Rki" -0.443076923076923
"1043" "woJ_SpM" -1
"1044" "woJ_VS1" -0.166666666666667
"1045" "woJ_xHX" -0.230179028132992
"1046" "woJ_Y1L" -0.444444444444444
"1047" "wy2_pYs" 0.666666666666667
"1048" "x6l_5Ot" -0.0270793036750484
"1049" "x6l_b0K" 0.5
"1050" "x6l_Xo0" -0.267605633802817
"1051" "XbG_Osg" -0.272727272727273
"1052" "xhY_zIm" -0.521739130434783
"1053" "xiO_DqS" 0.230769230769231
"1054" "XiO_kLx" -0.9
"1055" "XiO_MjJ" -0.139303482587065
"1056" "XiO_TKz" -0.5
"1057" "XNf_32E" -0.666666666666667
"1058" "XNf_OwK" 0.153846153846154
"1059" "xNX_KTA" -1
"1060" "xRM_Qsp" 1
"1061" "xtU_lnC" 0
"1062" "xtw_dYg" -0.0303030303030303
"1063" "xtw_lGF" 0
"1064" "xtw_MlA" -0.0852713178294574
"1065" "XXi_CxZ" 1
"1066" "XXi_lGF" 1
"1067" "XXi_wG6" 1
"1068" "xzb_lGF" -1
"1069" "xzb_myK" 0.0769230769230769
"1070" "xzb_sz6" -0.727272727272727
"1071" "xzb_u6i" -0.338028169014085
"1072" "ycf_6b6" 0.2
"1073" "ycf_8kR" 0.4
"1074" "ycf_9lz" -0.25
"1075" "ycf_lGF" 1
"1076" "ycf_oou" 1
"1077" "Yey_1sv" 1
"1078" "Yey_bR0" -1
"1079" "Yey_Cfx" -1
"1080" "Yey_lGF" -1
"1081" "Yey_xzd" -0.5
"1082" "yHq_d3f" 0.219512195121951
"1083" "yHq_ivg" 1
"1084" "yHq_RQI" 1
"1085" "YQS_ero" -0.421052631578947
"1086" "YQS_Yb8" -0.366533864541833
"1087" "YQS_yqq" -0.270967741935484
"1088" "yz2_422" -1
"1089" "yz2_8GA" -1
"1090" "yz2_HHb" -0.5
"1091" "yz2_lGF" 1
"1092" "yz2_TQu" 1
"1093" "yzA_9Gl" 0.25
"1094" "yzA_lGF" 1
"1095" "yzA_MTf" -0.363636363636364
"1096" "yzA_wHq" -0.2
"1097" "yzA_Y3L" 1
"1098" "yzA_yc1" -0.468085106382979
"1099" "yzA_ydg" 0.0606060606060606
"1100" "Z5C_5aw" -0.5
"1101" "zIO_4cU" -0.046875
"1102" "zKw_0IU" 1
"1103" "zKw_iIp" 1
"1104" "zKw_js7" 1
"1105" "zKw_YmG" 0.4375
"1106" "zNY_a59" 0.55
"1107" "zNY_glG" -0.416666666666667
"1108" "zNY_ll9" 0.91304347826087
"1109" "zNY_Lm7" 0
"1110" "zUU_pmw" -0.108058608058608
"1111" "zVg_CiK" -1
"1112" "zVg_Hkr" -0.271028037383178
"1113" "zVg_LkZ" 1
"1114" "zVg_mui" -1
"1115" "zVg_N1f" 0
"1116" "Zzb_ch9" -0.25
"1117" "Zzb_Zay" -1
